Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011339 | lrm: 1.00 | dt: 187775ms | tok/sec: 872 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 01556 (51.9%) | loss: 3.017604 | lrm: 0.96 | dt: 100ms | tok/sec: 1,635,025 | mfu: 39.5% | epoch: 1 | remaining: 144s    
step 01557 (51.9%) | loss: 3.016589 | lrm: 0.96 | dt: 101ms | tok/sec: 1,625,557 | mfu: 39.3% | epoch: 1 | remaining: 144s    
step 01558 (51.9%) | loss: 3.023992 | lrm: 0.96 | dt: 100ms | tok/sec: 1,631,415 | mfu: 39.4% | epoch: 1 | remaining: 144s    
step 01559 (52.0%) | loss: 3.018231 | lrm: 0.96 | dt: 101ms | tok/sec: 1,630,177 | mfu: 39.4% | epoch: 1 | remaining: 144s    
step 01560 (52.0%) | loss: 3.016816 | lrm: 0.96 | dt: 100ms | tok/sec: 1,645,849 | mfu: 39.8% | epoch: 1 | remaining: 144s    
step 01561 (52.0%) | loss: 3.013076 | lrm: 0.96 | dt: 101ms | tok/sec: 1,617,960 | mfu: 39.1% | epoch: 1 | remaining: 144s    
step 01562 (52.1%) | loss: 3.012950 | lrm: 0.96 | dt: 100ms | tok/sec: 1,635,952 | mfu: 39.5% | epoch: 1 | remaining: 144s    
step 01563 (52.1%) | loss: 3.015188 | lrm: 0.96 | dt: 102ms | tok/sec: 1,609,144 | mfu: 38.9% | epoch: 1 | remaining: 144s    
step 01564 (52.1%) | loss: 3.017363 | lrm: 0.96 | dt: 100ms | tok/sec: 1,645,786 | mfu: 39.8% | epoch: 1 | remaining: 143s    
step 01565 (52.2%) | loss: 3.016128 | lrm: 0.96 | dt: 102ms | tok/sec: 1,613,087 | mfu: 39.0% | epoch: 1 | remaining: 143s    
step 01566 (52.2%) | loss: 3.017433 | lrm: 0.96 | dt: 101ms | tok/sec: 1,626,615 | mfu: 39.3% | epoch: 1 | remaining: 143s    
step 01567 (52.2%) | loss: 3.015457 | lrm: 0.96 | dt: 100ms | tok/sec: 1,641,909 | mfu: 39.7% | epoch: 1 | remaining: 143s    
step 01568 (52.3%) | loss: 3.015005 | lrm: 0.95 | dt: 100ms | tok/sec: 1,644,148 | mfu: 39.7% | epoch: 1 | remaining: 143s    
step 01569 (52.3%) | loss: 3.012463 | lrm: 0.95 | dt: 101ms | tok/sec: 1,622,667 | mfu: 39.2% | epoch: 1 | remaining: 143s    
step 01570 (52.3%) | loss: 3.013745 | lrm: 0.95 | dt: 100ms | tok/sec: 1,638,682 | mfu: 39.6% | epoch: 1 | remaining: 143s    
step 01571 (52.4%) | loss: 3.016360 | lrm: 0.95 | dt: 100ms | tok/sec: 1,638,874 | mfu: 39.6% | epoch: 1 | remaining: 143s    
step 01572 (52.4%) | loss: 3.012326 | lrm: 0.95 | dt: 100ms | tok/sec: 1,634,671 | mfu: 39.5% | epoch: 1 | remaining: 143s    
step 01573 (52.4%) | loss: 3.010682 | lrm: 0.95 | dt: 100ms | tok/sec: 1,632,167 | mfu: 39.4% | epoch: 1 | remaining: 143s    
step 01574 (52.5%) | loss: 3.007426 | lrm: 0.95 | dt: 100ms | tok/sec: 1,635,737 | mfu: 39.5% | epoch: 1 | remaining: 142s    
step 01575 (52.5%) | loss: 3.009168 | lrm: 0.95 | dt: 102ms | tok/sec: 1,613,174 | mfu: 39.0% | epoch: 1 | remaining: 142s    
step 01576 (52.5%) | loss: 3.017037 | lrm: 0.95 | dt: 100ms | tok/sec: 1,640,055 | mfu: 39.6% | epoch: 1 | remaining: 142s    
step 01577 (52.6%) | loss: 3.021377 | lrm: 0.95 | dt: 101ms | tok/sec: 1,618,772 | mfu: 39.1% | epoch: 1 | remaining: 142s    
step 01578 (52.6%) | loss: 3.022877 | lrm: 0.95 | dt: 101ms | tok/sec: 1,615,712 | mfu: 39.0% | epoch: 1 | remaining: 142s    
step 01579 (52.6%) | loss: 3.022530 | lrm: 0.95 | dt: 101ms | tok/sec: 1,614,691 | mfu: 39.0% | epoch: 1 | remaining: 142s    
step 01580 (52.7%) | loss: 3.030131 | lrm: 0.95 | dt: 101ms | tok/sec: 1,625,426 | mfu: 39.3% | epoch: 1 | remaining: 142s    
step 01581 (52.7%) | loss: 3.032793 | lrm: 0.95 | dt: 101ms | tok/sec: 1,624,631 | mfu: 39.3% | epoch: 1 | remaining: 142s    
step 01582 (52.7%) | loss: 3.035234 | lrm: 0.95 | dt: 101ms | tok/sec: 1,625,984 | mfu: 39.3% | epoch: 1 | remaining: 142s    
step 01583 (52.8%) | loss: 3.037946 | lrm: 0.94 | dt: 100ms | tok/sec: 1,630,769 | mfu: 39.4% | epoch: 1 | remaining: 142s    
step 01584 (52.8%) | loss: 3.030626 | lrm: 0.94 | dt: 100ms | tok/sec: 1,631,299 | mfu: 39.4% | epoch: 1 | remaining: 141s    
step 01585 (52.8%) | loss: 3.030845 | lrm: 0.94 | dt: 100ms | tok/sec: 1,630,312 | mfu: 39.4% | epoch: 1 | remaining: 141s    
step 01586 (52.9%) | loss: 3.031707 | lrm: 0.94 | dt: 100ms | tok/sec: 1,639,957 | mfu: 39.6% | epoch: 1 | remaining: 141s    
step 01587 (52.9%) | loss: 3.031263 | lrm: 0.94 | dt: 100ms | tok/sec: 1,641,211 | mfu: 39.7% | epoch: 1 | remaining: 141s    
step 01588 (52.9%) | loss: 3.024663 | lrm: 0.94 | dt: 100ms | tok/sec: 1,644,388 | mfu: 39.7% | epoch: 1 | remaining: 141s    
step 01589 (53.0%) | loss: 3.021444 | lrm: 0.94 | dt: 101ms | tok/sec: 1,629,821 | mfu: 39.4% | epoch: 1 | remaining: 141s    
step 01590 (53.0%) | loss: 3.027740 | lrm: 0.94 | dt: 100ms | tok/sec: 1,638,483 | mfu: 39.6% | epoch: 1 | remaining: 141s    
step 01591 (53.0%) | loss: 3.027574 | lrm: 0.94 | dt: 100ms | tok/sec: 1,637,370 | mfu: 39.6% | epoch: 1 | remaining: 141s    
step 01592 (53.1%) | loss: 3.031765 | lrm: 0.94 | dt: 100ms | tok/sec: 1,630,482 | mfu: 39.4% | epoch: 1 | remaining: 141s    
step 01593 (53.1%) | loss: 3.026856 | lrm: 0.94 | dt: 100ms | tok/sec: 1,638,073 | mfu: 39.6% | epoch: 1 | remaining: 141s    
step 01594 (53.1%) | loss: 3.028549 | lrm: 0.94 | dt: 100ms | tok/sec: 1,635,282 | mfu: 39.5% | epoch: 1 | remaining: 140s    
step 01595 (53.2%) | loss: 3.029235 | lrm: 0.94 | dt: 101ms | tok/sec: 1,618,314 | mfu: 39.1% | epoch: 1 | remaining: 140s    
step 01596 (53.2%) | loss: 3.029709 | lrm: 0.94 | dt: 100ms | tok/sec: 1,633,715 | mfu: 39.5% | epoch: 1 | remaining: 140s    
step 01597 (53.2%) | loss: 3.031834 | lrm: 0.94 | dt: 100ms | tok/sec: 1,640,325 | mfu: 39.6% | epoch: 1 | remaining: 140s    
step 01598 (53.3%) | loss: 3.033653 | lrm: 0.93 | dt: 101ms | tok/sec: 1,628,794 | mfu: 39.4% | epoch: 1 | remaining: 140s    
step 01599 (53.3%) | loss: 3.032695 | lrm: 0.93 | dt: 100ms | tok/sec: 1,636,279 | mfu: 39.5% | epoch: 1 | remaining: 140s    
step 01600 (53.3%) | loss: 3.032568 | lrm: 0.93 | dt: 100ms | tok/sec: 1,636,906 | mfu: 39.6% | epoch: 1 | remaining: 140s    
step 01601 (53.4%) | loss: 3.033625 | lrm: 0.93 | dt: 100ms | tok/sec: 1,638,796 | mfu: 39.6% | epoch: 1 | remaining: 140s    
step 01602 (53.4%) | loss: 3.040210 | lrm: 0.93 | dt: 100ms | tok/sec: 1,630,390 | mfu: 39.4% | epoch: 1 | remaining: 140s    
step 01603 (53.4%) | loss: 3.037188 | lrm: 0.93 | dt: 100ms | tok/sec: 1,637,012 | mfu: 39.6% | epoch: 1 | remaining: 140s    
step 01604 (53.5%) | loss: 3.033990 | lrm: 0.93 | dt: 100ms | tok/sec: 1,632,764 | mfu: 39.5% | epoch: 1 | remaining: 139s    
step 01605 (53.5%) | loss: 3.029867 | lrm: 0.93 | dt: 100ms | tok/sec: 1,637,608 | mfu: 39.6% | epoch: 1 | remaining: 139s    
step 01606 (53.5%) | loss: 3.027292 | lrm: 0.93 | dt: 101ms | tok/sec: 1,626,381 | mfu: 39.3% | epoch: 1 | remaining: 139s    
step 01607 (53.6%) | loss: 3.025964 | lrm: 0.93 | dt: 101ms | tok/sec: 1,626,350 | mfu: 39.3% | epoch: 1 | remaining: 139s    
step 01608 (53.6%) | loss: 3.021637 | lrm: 0.93 | dt: 101ms | tok/sec: 1,625,742 | mfu: 39.3% | epoch: 1 | remaining: 139s    
step 01609 (53.6%) | loss: 3.025441 | lrm: 0.93 | dt: 102ms | tok/sec: 1,610,543 | mfu: 38.9% | epoch: 1 | remaining: 139s    
step 01610 (53.7%) | loss: 3.023284 | lrm: 0.93 | dt: 100ms | tok/sec: 1,631,152 | mfu: 39.4% | epoch: 1 | remaining: 139s    
step 01611 (53.7%) | loss: 3.026260 | lrm: 0.93 | dt: 100ms | tok/sec: 1,634,112 | mfu: 39.5% | epoch: 1 | remaining: 139s    
step 01612 (53.7%) | loss: 3.024189 | lrm: 0.93 | dt: 101ms | tok/sec: 1,630,049 | mfu: 39.4% | epoch: 1 | remaining: 139s    
step 01613 (53.8%) | loss: 3.019704 | lrm: 0.92 | dt: 102ms | tok/sec: 1,611,325 | mfu: 38.9% | epoch: 1 | remaining: 139s    
step 01614 (53.8%) | loss: 3.015246 | lrm: 0.92 | dt: 100ms | tok/sec: 1,635,410 | mfu: 39.5% | epoch: 1 | remaining: 138s    
step 01615 (53.8%) | loss: 3.013038 | lrm: 0.92 | dt: 100ms | tok/sec: 1,633,152 | mfu: 39.5% | epoch: 1 | remaining: 138s    
step 01616 (53.9%) | loss: 3.013475 | lrm: 0.92 | dt: 101ms | tok/sec: 1,624,573 | mfu: 39.3% | epoch: 1 | remaining: 138s    
step 01617 (53.9%) | loss: 3.017023 | lrm: 0.92 | dt: 101ms | tok/sec: 1,621,648 | mfu: 39.2% | epoch: 1 | remaining: 138s    
step 01618 (53.9%) | loss: 3.013208 | lrm: 0.92 | dt: 100ms | tok/sec: 1,634,213 | mfu: 39.5% | epoch: 1 | remaining: 138s    
step 01619 (54.0%) | loss: 3.014505 | lrm: 0.92 | dt: 101ms | tok/sec: 1,620,616 | mfu: 39.2% | epoch: 1 | remaining: 138s    
step 01620 (54.0%) | loss: 3.016904 | lrm: 0.92 | dt: 100ms | tok/sec: 1,642,474 | mfu: 39.7% | epoch: 1 | remaining: 138s    
step 01621 (54.0%) | loss: 3.018751 | lrm: 0.92 | dt: 100ms | tok/sec: 1,634,800 | mfu: 39.5% | epoch: 1 | remaining: 138s    
step 01622 (54.1%) | loss: 3.019930 | lrm: 0.92 | dt: 100ms | tok/sec: 1,642,387 | mfu: 39.7% | epoch: 1 | remaining: 138s    
step 01623 (54.1%) | loss: 3.017089 | lrm: 0.92 | dt: 100ms | tok/sec: 1,640,764 | mfu: 39.6% | epoch: 1 | remaining: 138s    
step 01624 (54.1%) | loss: 3.022751 | lrm: 0.92 | dt: 100ms | tok/sec: 1,633,544 | mfu: 39.5% | epoch: 1 | remaining: 137s    
step 01625 (54.2%) | loss: 3.023614 | lrm: 0.92 | dt: 100ms | tok/sec: 1,640,889 | mfu: 39.6% | epoch: 1 | remaining: 137s    
step 01626 (54.2%) | loss: 3.024318 | lrm: 0.92 | dt: 100ms | tok/sec: 1,642,081 | mfu: 39.7% | epoch: 1 | remaining: 137s    
step 01627 (54.2%) | loss: 3.026423 | lrm: 0.92 | dt: 101ms | tok/sec: 1,624,032 | mfu: 39.2% | epoch: 1 | remaining: 137s    
step 01628 (54.3%) | loss: 3.027390 | lrm: 0.91 | dt: 101ms | tok/sec: 1,628,909 | mfu: 39.4% | epoch: 1 | remaining: 137s    
step 01629 (54.3%) | loss: 3.026942 | lrm: 0.91 | dt: 101ms | tok/sec: 1,630,235 | mfu: 39.4% | epoch: 1 | remaining: 137s    
step 01630 (54.3%) | loss: 3.018818 | lrm: 0.91 | dt: 100ms | tok/sec: 1,634,831 | mfu: 39.5% | epoch: 1 | remaining: 137s    
step 01631 (54.4%) | loss: 3.016879 | lrm: 0.91 | dt: 100ms | tok/sec: 1,633,284 | mfu: 39.5% | epoch: 1 | remaining: 137s    
step 01632 (54.4%) | loss: 3.013150 | lrm: 0.91 | dt: 101ms | tok/sec: 1,624,274 | mfu: 39.2% | epoch: 1 | remaining: 137s    
step 01633 (54.4%) | loss: 3.017254 | lrm: 0.91 | dt: 101ms | tok/sec: 1,622,192 | mfu: 39.2% | epoch: 1 | remaining: 137s    
step 01634 (54.5%) | loss: 3.017476 | lrm: 0.91 | dt: 101ms | tok/sec: 1,626,115 | mfu: 39.3% | epoch: 1 | remaining: 136s    
step 01635 (54.5%) | loss: 3.014989 | lrm: 0.91 | dt: 101ms | tok/sec: 1,623,334 | mfu: 39.2% | epoch: 1 | remaining: 136s    
step 01636 (54.5%) | loss: 3.009123 | lrm: 0.91 | dt: 100ms | tok/sec: 1,635,010 | mfu: 39.5% | epoch: 1 | remaining: 136s    
step 01637 (54.6%) | loss: 3.007891 | lrm: 0.91 | dt: 101ms | tok/sec: 1,628,334 | mfu: 39.3% | epoch: 1 | remaining: 136s    
step 01638 (54.6%) | loss: 3.001062 | lrm: 0.91 | dt: 100ms | tok/sec: 1,632,528 | mfu: 39.4% | epoch: 1 | remaining: 136s    
step 01639 (54.6%) | loss: 3.005307 | lrm: 0.91 | dt: 100ms | tok/sec: 1,633,362 | mfu: 39.5% | epoch: 1 | remaining: 136s    
step 01640 (54.7%) | loss: 3.013269 | lrm: 0.91 | dt: 100ms | tok/sec: 1,636,018 | mfu: 39.5% | epoch: 1 | remaining: 136s    
step 01641 (54.7%) | loss: 3.013161 | lrm: 0.91 | dt: 102ms | tok/sec: 1,613,190 | mfu: 39.0% | epoch: 1 | remaining: 136s    
step 01642 (54.8%) | loss: 3.008818 | lrm: 0.90 | dt: 100ms | tok/sec: 1,644,344 | mfu: 39.7% | epoch: 1 | remaining: 136s    
step 01643 (54.8%) | loss: 3.002886 | lrm: 0.90 | dt: 100ms | tok/sec: 1,633,304 | mfu: 39.5% | epoch: 1 | remaining: 136s    
step 01644 (54.8%) | loss: 3.003816 | lrm: 0.90 | dt: 100ms | tok/sec: 1,642,152 | mfu: 39.7% | epoch: 1 | remaining: 135s    
step 01645 (54.9%) | loss: 3.007108 | lrm: 0.90 | dt: 101ms | tok/sec: 1,627,447 | mfu: 39.3% | epoch: 1 | remaining: 135s    
step 01646 (54.9%) | loss: 3.002333 | lrm: 0.90 | dt: 101ms | tok/sec: 1,617,621 | mfu: 39.1% | epoch: 1 | remaining: 135s    
step 01647 (54.9%) | loss: 3.001180 | lrm: 0.90 | dt: 100ms | tok/sec: 1,636,435 | mfu: 39.5% | epoch: 1 | remaining: 135s    
step 01648 (55.0%) | loss: 3.005237 | lrm: 0.90 | dt: 100ms | tok/sec: 1,631,857 | mfu: 39.4% | epoch: 1 | remaining: 135s    
step 01649 (55.0%) | loss: 3.008671 | lrm: 0.90 | dt: 100ms | tok/sec: 1,644,537 | mfu: 39.7% | epoch: 1 | remaining: 135s    
step 01650 (55.0%) | loss: 3.012580 | lrm: 0.90 | dt: 100ms | tok/sec: 1,635,442 | mfu: 39.5% | epoch: 1 | remaining: 135s    
step 01651 (55.1%) | loss: 3.012880 | lrm: 0.90 | dt: 101ms | tok/sec: 1,623,319 | mfu: 39.2% | epoch: 1 | remaining: 135s    
step 01652 (55.1%) | loss: 3.013796 | lrm: 0.90 | dt: 100ms | tok/sec: 1,645,116 | mfu: 39.7% | epoch: 1 | remaining: 135s    
step 01653 (55.1%) | loss: 3.016286 | lrm: 0.90 | dt: 100ms | tok/sec: 1,632,028 | mfu: 39.4% | epoch: 1 | remaining: 135s    
step 01654 (55.2%) | loss: 3.019426 | lrm: 0.90 | dt: 101ms | tok/sec: 1,628,755 | mfu: 39.4% | epoch: 1 | remaining: 134s    
step 01655 (55.2%) | loss: 3.015175 | lrm: 0.90 | dt: 101ms | tok/sec: 1,630,200 | mfu: 39.4% | epoch: 1 | remaining: 134s    
step 01656 (55.2%) | loss: 3.019190 | lrm: 0.90 | dt: 99ms | tok/sec: 1,654,666 | mfu: 40.0% | epoch: 1 | remaining: 134s    
step 01657 (55.3%) | loss: 3.023115 | lrm: 0.89 | dt: 100ms | tok/sec: 1,638,620 | mfu: 39.6% | epoch: 1 | remaining: 134s    
step 01658 (55.3%) | loss: 3.016787 | lrm: 0.89 | dt: 101ms | tok/sec: 1,629,605 | mfu: 39.4% | epoch: 1 | remaining: 134s    
step 01659 (55.3%) | loss: 3.019609 | lrm: 0.89 | dt: 100ms | tok/sec: 1,639,245 | mfu: 39.6% | epoch: 1 | remaining: 134s    
step 01660 (55.4%) | loss: 3.017070 | lrm: 0.89 | dt: 100ms | tok/sec: 1,639,589 | mfu: 39.6% | epoch: 1 | remaining: 134s    
step 01661 (55.4%) | loss: 3.015942 | lrm: 0.89 | dt: 101ms | tok/sec: 1,621,036 | mfu: 39.2% | epoch: 1 | remaining: 134s    
step 01662 (55.4%) | loss: 3.012976 | lrm: 0.89 | dt: 104ms | tok/sec: 1,574,682 | mfu: 38.0% | epoch: 1 | remaining: 134s    
step 01663 (55.5%) | loss: 3.012824 | lrm: 0.89 | dt: 101ms | tok/sec: 1,624,612 | mfu: 39.3% | epoch: 1 | remaining: 134s    
step 01664 (55.5%) | loss: 3.018545 | lrm: 0.89 | dt: 100ms | tok/sec: 1,632,648 | mfu: 39.4% | epoch: 1 | remaining: 133s    
step 01665 (55.5%) | loss: 3.019253 | lrm: 0.89 | dt: 101ms | tok/sec: 1,623,591 | mfu: 39.2% | epoch: 1 | remaining: 133s    
step 01666 (55.6%) | loss: 3.020965 | lrm: 0.89 | dt: 101ms | tok/sec: 1,626,423 | mfu: 39.3% | epoch: 1 | remaining: 133s    
step 01667 (55.6%) | loss: 3.021285 | lrm: 0.89 | dt: 101ms | tok/sec: 1,625,550 | mfu: 39.3% | epoch: 1 | remaining: 133s    
step 01668 (55.6%) | loss: 3.020460 | lrm: 0.89 | dt: 101ms | tok/sec: 1,625,723 | mfu: 39.3% | epoch: 1 | remaining: 133s    
step 01669 (55.7%) | loss: 3.017691 | lrm: 0.89 | dt: 101ms | tok/sec: 1,628,118 | mfu: 39.3% | epoch: 1 | remaining: 133s    
step 01670 (55.7%) | loss: 3.018258 | lrm: 0.89 | dt: 101ms | tok/sec: 1,628,813 | mfu: 39.4% | epoch: 1 | remaining: 133s    
step 01671 (55.7%) | loss: 3.025000 | lrm: 0.89 | dt: 100ms | tok/sec: 1,639,828 | mfu: 39.6% | epoch: 1 | remaining: 133s    
step 01672 (55.8%) | loss: 3.027126 | lrm: 0.88 | dt: 100ms | tok/sec: 1,635,691 | mfu: 39.5% | epoch: 1 | remaining: 133s    
step 01673 (55.8%) | loss: 3.021816 | lrm: 0.88 | dt: 101ms | tok/sec: 1,617,930 | mfu: 39.1% | epoch: 1 | remaining: 133s    
step 01674 (55.8%) | loss: 3.019770 | lrm: 0.88 | dt: 101ms | tok/sec: 1,617,857 | mfu: 39.1% | epoch: 1 | remaining: 132s    
step 01675 (55.9%) | loss: 3.019915 | lrm: 0.88 | dt: 101ms | tok/sec: 1,629,825 | mfu: 39.4% | epoch: 1 | remaining: 132s    
step 01676 (55.9%) | loss: 3.018644 | lrm: 0.88 | dt: 101ms | tok/sec: 1,626,904 | mfu: 39.3% | epoch: 1 | remaining: 132s    
step 01677 (55.9%) | loss: 3.023249 | lrm: 0.88 | dt: 100ms | tok/sec: 1,637,378 | mfu: 39.6% | epoch: 1 | remaining: 132s    
step 01678 (56.0%) | loss: 3.023220 | lrm: 0.88 | dt: 100ms | tok/sec: 1,631,965 | mfu: 39.4% | epoch: 1 | remaining: 132s    
step 01679 (56.0%) | loss: 3.020924 | lrm: 0.88 | dt: 100ms | tok/sec: 1,636,096 | mfu: 39.5% | epoch: 1 | remaining: 132s    
step 01680 (56.0%) | loss: 3.015766 | lrm: 0.88 | dt: 100ms | tok/sec: 1,635,177 | mfu: 39.5% | epoch: 1 | remaining: 132s    
step 01681 (56.1%) | loss: 3.009167 | lrm: 0.88 | dt: 100ms | tok/sec: 1,632,202 | mfu: 39.4% | epoch: 1 | remaining: 132s    
step 01682 (56.1%) | loss: 3.009394 | lrm: 0.88 | dt: 100ms | tok/sec: 1,632,458 | mfu: 39.4% | epoch: 1 | remaining: 132s    
step 01683 (56.1%) | loss: 3.009815 | lrm: 0.88 | dt: 100ms | tok/sec: 1,631,528 | mfu: 39.4% | epoch: 1 | remaining: 132s    
step 01684 (56.2%) | loss: 3.010561 | lrm: 0.88 | dt: 100ms | tok/sec: 1,631,679 | mfu: 39.4% | epoch: 1 | remaining: 131s    
step 01685 (56.2%) | loss: 3.009292 | lrm: 0.88 | dt: 101ms | tok/sec: 1,625,200 | mfu: 39.3% | epoch: 1 | remaining: 131s    
step 01686 (56.2%) | loss: 3.009917 | lrm: 0.88 | dt: 101ms | tok/sec: 1,622,583 | mfu: 39.2% | epoch: 1 | remaining: 131s    
step 01687 (56.3%) | loss: 3.005072 | lrm: 0.87 | dt: 102ms | tok/sec: 1,613,644 | mfu: 39.0% | epoch: 1 | remaining: 131s    
step 01688 (56.3%) | loss: 3.004391 | lrm: 0.87 | dt: 102ms | tok/sec: 1,606,068 | mfu: 38.8% | epoch: 1 | remaining: 131s    
step 01689 (56.3%) | loss: 3.000900 | lrm: 0.87 | dt: 101ms | tok/sec: 1,627,625 | mfu: 39.3% | epoch: 1 | remaining: 131s    
step 01690 (56.4%) | loss: 2.997737 | lrm: 0.87 | dt: 100ms | tok/sec: 1,636,439 | mfu: 39.5% | epoch: 1 | remaining: 131s    
step 01691 (56.4%) | loss: 2.995379 | lrm: 0.87 | dt: 101ms | tok/sec: 1,628,026 | mfu: 39.3% | epoch: 1 | remaining: 131s    
step 01692 (56.4%) | loss: 2.992316 | lrm: 0.87 | dt: 99ms | tok/sec: 1,647,320 | mfu: 39.8% | epoch: 1 | remaining: 131s    
step 01693 (56.5%) | loss: 2.991698 | lrm: 0.87 | dt: 101ms | tok/sec: 1,625,365 | mfu: 39.3% | epoch: 1 | remaining: 131s    
step 01694 (56.5%) | loss: 2.991058 | lrm: 0.87 | dt: 101ms | tok/sec: 1,629,300 | mfu: 39.4% | epoch: 1 | remaining: 130s    
step 01695 (56.5%) | loss: 2.991648 | lrm: 0.87 | dt: 100ms | tok/sec: 1,631,202 | mfu: 39.4% | epoch: 1 | remaining: 130s    
step 01696 (56.6%) | loss: 2.995732 | lrm: 0.87 | dt: 100ms | tok/sec: 1,633,513 | mfu: 39.5% | epoch: 1 | remaining: 130s    
step 01697 (56.6%) | loss: 2.996788 | lrm: 0.87 | dt: 100ms | tok/sec: 1,640,776 | mfu: 39.6% | epoch: 1 | remaining: 130s    
step 01698 (56.6%) | loss: 2.994526 | lrm: 0.87 | dt: 100ms | tok/sec: 1,643,353 | mfu: 39.7% | epoch: 1 | remaining: 130s    
step 01699 (56.7%) | loss: 2.998051 | lrm: 0.87 | dt: 101ms | tok/sec: 1,618,867 | mfu: 39.1% | epoch: 1 | remaining: 130s    
step 01700 (56.7%) | loss: 3.001557 | lrm: 0.87 | dt: 100ms | tok/sec: 1,640,842 | mfu: 39.6% | epoch: 1 | remaining: 130s    
step 01701 (56.7%) | loss: 2.998371 | lrm: 0.87 | dt: 100ms | tok/sec: 1,638,823 | mfu: 39.6% | epoch: 1 | remaining: 130s    
step 01702 (56.8%) | loss: 2.994101 | lrm: 0.86 | dt: 100ms | tok/sec: 1,632,710 | mfu: 39.4% | epoch: 1 | remaining: 130s    
step 01703 (56.8%) | loss: 2.993624 | lrm: 0.86 | dt: 100ms | tok/sec: 1,639,312 | mfu: 39.6% | epoch: 1 | remaining: 130s    
step 01704 (56.8%) | loss: 2.988298 | lrm: 0.86 | dt: 100ms | tok/sec: 1,636,977 | mfu: 39.6% | epoch: 1 | remaining: 129s    
step 01705 (56.9%) | loss: 2.991416 | lrm: 0.86 | dt: 100ms | tok/sec: 1,634,310 | mfu: 39.5% | epoch: 1 | remaining: 129s    
step 01706 (56.9%) | loss: 2.996207 | lrm: 0.86 | dt: 101ms | tok/sec: 1,619,104 | mfu: 39.1% | epoch: 1 | remaining: 129s    
step 01707 (56.9%) | loss: 3.002807 | lrm: 0.86 | dt: 100ms | tok/sec: 1,634,314 | mfu: 39.5% | epoch: 1 | remaining: 129s    
step 01708 (57.0%) | loss: 3.004414 | lrm: 0.86 | dt: 101ms | tok/sec: 1,626,688 | mfu: 39.3% | epoch: 1 | remaining: 129s    
step 01709 (57.0%) | loss: 3.006897 | lrm: 0.86 | dt: 100ms | tok/sec: 1,642,120 | mfu: 39.7% | epoch: 1 | remaining: 129s    
step 01710 (57.0%) | loss: 3.001095 | lrm: 0.86 | dt: 100ms | tok/sec: 1,638,026 | mfu: 39.6% | epoch: 1 | remaining: 129s    
step 01711 (57.1%) | loss: 2.998745 | lrm: 0.86 | dt: 100ms | tok/sec: 1,630,676 | mfu: 39.4% | epoch: 1 | remaining: 129s    
step 01712 (57.1%) | loss: 3.008045 | lrm: 0.86 | dt: 100ms | tok/sec: 1,643,243 | mfu: 39.7% | epoch: 1 | remaining: 129s    
step 01713 (57.1%) | loss: 3.004279 | lrm: 0.86 | dt: 100ms | tok/sec: 1,644,510 | mfu: 39.7% | epoch: 1 | remaining: 129s    
step 01714 (57.2%) | loss: 3.004342 | lrm: 0.86 | dt: 100ms | tok/sec: 1,640,552 | mfu: 39.6% | epoch: 1 | remaining: 128s    
step 01715 (57.2%) | loss: 3.008164 | lrm: 0.86 | dt: 101ms | tok/sec: 1,620,528 | mfu: 39.2% | epoch: 1 | remaining: 128s    
step 01716 (57.2%) | loss: 2.999940 | lrm: 0.86 | dt: 100ms | tok/sec: 1,635,601 | mfu: 39.5% | epoch: 1 | remaining: 128s    
step 01717 (57.3%) | loss: 2.997352 | lrm: 0.85 | dt: 100ms | tok/sec: 1,637,538 | mfu: 39.6% | epoch: 1 | remaining: 128s    
step 01718 (57.3%) | loss: 2.990250 | lrm: 0.85 | dt: 100ms | tok/sec: 1,631,125 | mfu: 39.4% | epoch: 1 | remaining: 128s    
step 01719 (57.3%) | loss: 2.989518 | lrm: 0.85 | dt: 101ms | tok/sec: 1,621,786 | mfu: 39.2% | epoch: 1 | remaining: 128s    
step 01720 (57.4%) | loss: 2.982601 | lrm: 0.85 | dt: 101ms | tok/sec: 1,624,892 | mfu: 39.3% | epoch: 1 | remaining: 128s    
step 01721 (57.4%) | loss: 2.984518 | lrm: 0.85 | dt: 101ms | tok/sec: 1,625,607 | mfu: 39.3% | epoch: 1 | remaining: 128s    
step 01722 (57.4%) | loss: 2.982907 | lrm: 0.85 | dt: 100ms | tok/sec: 1,630,897 | mfu: 39.4% | epoch: 1 | remaining: 128s    
step 01723 (57.5%) | loss: 2.986935 | lrm: 0.85 | dt: 100ms | tok/sec: 1,636,587 | mfu: 39.5% | epoch: 1 | remaining: 128s    
