attempt_id	commit	parent_commit	timestamp_utc	accuracy	parameters	status	description	proposal	train_exit	verify_exit
attempt-0133	71946a0abd7f048cdccc6f1a630ad90e90e51227	e2cabde64029c673ad7e1ffbea0c4a7192694ea6	2026-08-15T19:07:06.657729+00:00	99.860000%	1996	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0134	fe081867155b949950655223bb0e6e5a6dbd0237	71946a0abd7f048cdccc6f1a630ad90e90e51227	2026-08-15T19:08:04.655302+00:00	99.750000%	1995	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0135	bdb3f180129674bf3a031b7d7bf504286638074a	fe081867155b949950655223bb0e6e5a6dbd0237	2026-08-15T19:08:55.360452+00:00	99.740000%	1994	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0136	69cbf031b82c4610492220f316677be1e8974667	bdb3f180129674bf3a031b7d7bf504286638074a	2026-08-15T19:10:04.801628+00:00	99.790000%	1993	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0137	0632b827b0aab84466a86d64ab94dbd84374cd0f	69cbf031b82c4610492220f316677be1e8974667	2026-08-15T19:11:11.629057+00:00	99.670000%	1992	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0138	e0105c599284f3c9c5491089bdc4cfc4270fd777	0632b827b0aab84466a86d64ab94dbd84374cd0f	2026-08-15T19:12:02.097655+00:00	99.680000%	1991	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0139	7a45653f1b47265517384608e6caa65bab0e0fce	e0105c599284f3c9c5491089bdc4cfc4270fd777	2026-08-15T19:12:52.735619+00:00	99.650000%	1990	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0140	bca3bdaa325e2955881d487049a969ecf19889d4	7a45653f1b47265517384608e6caa65bab0e0fce	2026-08-15T19:13:44.111290+00:00	99.670000%	1989	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0141	0a31196eda7cef2fd39df7cce5624d6ae1af1bc7	bca3bdaa325e2955881d487049a969ecf19889d4	2026-08-15T19:14:53.889760+00:00	99.730000%	1988	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0142	c53f2a0e986c887a4ee9be5620e9fe540890c947	0a31196eda7cef2fd39df7cce5624d6ae1af1bc7	2026-08-15T19:15:52.243520+00:00	99.750000%	1987	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0143	2da054f110a40a2ced5c1569c0b6834da482c35b	c53f2a0e986c887a4ee9be5620e9fe540890c947	2026-08-15T19:16:43.799182+00:00	99.850000%	1986	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0144	232465cdd03738768c6d818c8e5033b136920ab9	2da054f110a40a2ced5c1569c0b6834da482c35b	2026-08-15T19:17:35.960755+00:00	99.720000%	1985	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0145	f65a20b934897d3adf4789fd6bbb3a74df897ba2	232465cdd03738768c6d818c8e5033b136920ab9	2026-08-15T19:18:39.234492+00:00	99.780000%	1984	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0146	d7eadc80b9111dfe3d8426461589e92010023dce	f65a20b934897d3adf4789fd6bbb3a74df897ba2	2026-08-15T19:19:39.177581+00:00	99.830000%	1983	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0147	79a7a4eadbc862c453ab8d28aff59e78af85efc9	d7eadc80b9111dfe3d8426461589e92010023dce	2026-08-15T19:20:38.773568+00:00	99.910000%	1982	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0148	e678eaf206000bbf75d487f3fe02904134d56d73	79a7a4eadbc862c453ab8d28aff59e78af85efc9	2026-08-15T19:21:37.880775+00:00	99.680000%	1981	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0149	2d7efab1cc4a738fd92b60b3db628bcfbb2e4ac5	e678eaf206000bbf75d487f3fe02904134d56d73	2026-08-15T19:22:29.509535+00:00	99.690000%	1980	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0150	b426854dd95b2b8cd3d143c340b80d03556f49b5	2d7efab1cc4a738fd92b60b3db628bcfbb2e4ac5	2026-08-15T19:23:20.163960+00:00	99.690000%	1979	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0151	fa191d4b120fb8eac181f1bef891d78508f44fbe	b426854dd95b2b8cd3d143c340b80d03556f49b5	2026-08-15T19:24:20.515739+00:00	99.900000%	1978	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0152	9c57d7c3cd464af07dc7c68f94c55028bfb2dd08	fa191d4b120fb8eac181f1bef891d78508f44fbe	2026-08-15T19:25:21.040351+00:00	99.810000%	1977	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0153	5126dc72ef94f7eeb67012610e0c41f6c40a25d2	9c57d7c3cd464af07dc7c68f94c55028bfb2dd08	2026-08-15T19:26:28.509457+00:00	99.920000%	1976	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0154	8a8cdfd061782e6ae7a26b3dbece4516a345b5d9	5126dc72ef94f7eeb67012610e0c41f6c40a25d2	2026-08-15T19:27:42.777431+00:00	99.900000%	1975	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0155	f8e98d14346d28a83cab16210c554e659cce1e1f	8a8cdfd061782e6ae7a26b3dbece4516a345b5d9	2026-08-15T19:28:34.256860+00:00	99.900000%	1974	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0156	caadf0b03684d4b1c9ba7d30f9b960bc9c370829	f8e98d14346d28a83cab16210c554e659cce1e1f	2026-08-15T19:29:32.620209+00:00	99.830000%	1973	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0157	cb432a1a3c34aa5d23f245c05f871f15c7e0bbf5	caadf0b03684d4b1c9ba7d30f9b960bc9c370829	2026-08-15T19:30:23.874793+00:00	99.450000%	1972	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0158	391201e09d21cedff796d6258dd2f302eab20a24	cb432a1a3c34aa5d23f245c05f871f15c7e0bbf5	2026-08-15T19:31:21.675226+00:00	99.970000%	1971	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0159	7a4ac2a45182ca8ca849581f55ab11925f2d900d	391201e09d21cedff796d6258dd2f302eab20a24	2026-08-15T19:32:11.674582+00:00	99.730000%	1970	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0160	be8024fcf568f1ef25c17230bed5026ffe82c37c	7a4ac2a45182ca8ca849581f55ab11925f2d900d	2026-08-15T19:33:02.283621+00:00	99.740000%	1969	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0161	a51c3fa11a52c608d4da6297007ff12cc083a93f	be8024fcf568f1ef25c17230bed5026ffe82c37c	2026-08-15T19:33:59.992008+00:00	99.890000%	1968	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0162	24f808509c353d573863952b94bb2adb1417a058	a51c3fa11a52c608d4da6297007ff12cc083a93f	2026-08-15T19:34:50.834134+00:00	99.650000%	1967	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0163	4ba86ec00945efd2d8c9262d950091e9e4c0117b	24f808509c353d573863952b94bb2adb1417a058	2026-08-15T19:35:48.081674+00:00	99.920000%	1966	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0164	de93f8baf2c6b8f0dad0067d8fd806668c11e7cd	4ba86ec00945efd2d8c9262d950091e9e4c0117b	2026-08-15T19:36:45.773921+00:00	99.970000%	1965	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0165	c23416de67fe1e55feb3497fb19fdce8a53222c0	de93f8baf2c6b8f0dad0067d8fd806668c11e7cd	2026-08-15T19:37:51.949434+00:00	99.760000%	1964	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0166	1168304b2b0246062eed0cafb1f378162444ddeb	c23416de67fe1e55feb3497fb19fdce8a53222c0	2026-08-15T19:38:41.473422+00:00	99.760000%	1963	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0167	dece4f89ef85d1a9a6157ae9e732b02e3ffac4d5	1168304b2b0246062eed0cafb1f378162444ddeb	2026-08-15T19:39:37.633319+00:00	99.890000%	1962	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0168	b73cec6600cb923279198f57b57f83bc416cc119	dece4f89ef85d1a9a6157ae9e732b02e3ffac4d5	2026-08-15T19:40:34.963771+00:00	99.520000%	1961	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0169	f5e8c0cad15d8d6cb31f2f29067411969a7b5c73	b73cec6600cb923279198f57b57f83bc416cc119	2026-08-15T19:41:32.953854+00:00	99.650000%	1960	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0170	be574abc2cd113a0ba67156a31b9fd5a12851e36	f5e8c0cad15d8d6cb31f2f29067411969a7b5c73	2026-08-15T19:42:33.087763+00:00	99.650000%	1959	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0171	03700ca893b76ee2a12ca94d71130e01a98d39bd	be574abc2cd113a0ba67156a31b9fd5a12851e36	2026-08-15T19:43:24.223603+00:00	99.650000%	1958	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0172	0956b0cf555860f66fc6b7c021a4454a178fde9a	03700ca893b76ee2a12ca94d71130e01a98d39bd	2026-08-15T19:44:32.253172+00:00	99.700000%	1957	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0173	20af94faf72082139f5d54d1e37784677bc163bd	0956b0cf555860f66fc6b7c021a4454a178fde9a	2026-08-15T19:45:38.949836+00:00	99.880000%	1956	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0174	d5fbee3d4668ae236709edb36b255efd9b8c46f7	20af94faf72082139f5d54d1e37784677bc163bd	2026-08-15T19:46:29.772144+00:00	99.850000%	1955	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0175	e6f2e5e5e890226da4657ba35dcd6430fa3b95d0	d5fbee3d4668ae236709edb36b255efd9b8c46f7	2026-08-15T19:47:27.730767+00:00	99.910000%	1954	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0176	d571acdcb6ff1f06575b4b10618b6451f9a36543	e6f2e5e5e890226da4657ba35dcd6430fa3b95d0	2026-08-15T19:48:27.903958+00:00	99.790000%	1953	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0177	6fff3467a8096e3c35a27f485ef615a0be95b70b	d571acdcb6ff1f06575b4b10618b6451f9a36543	2026-08-15T19:49:20.230472+00:00	99.830000%	1952	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0178	9f8aaebc06550e3d648299866e4eac4d921f96aa	6fff3467a8096e3c35a27f485ef615a0be95b70b	2026-08-15T19:50:12.453767+00:00	99.760000%	1951	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0179	67ec2f917abb2d13a11adb4acf23ab18e1d87f23	9f8aaebc06550e3d648299866e4eac4d921f96aa	2026-08-15T19:51:13.464826+00:00	100.000000%	1950	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0180	adc24767f19d776631211105e1cc90db34b81b87	67ec2f917abb2d13a11adb4acf23ab18e1d87f23	2026-08-15T19:52:13.492891+00:00	99.700000%	1949	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0181	a3a80cebd20d4169693ff0aa121f303732de7749	adc24767f19d776631211105e1cc90db34b81b87	2026-08-15T19:53:11.521449+00:00	99.730000%	1948	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0182	ecd9f51100eaf96c6650df029b1d9acb6624e07a	a3a80cebd20d4169693ff0aa121f303732de7749	2026-08-15T19:54:10.120899+00:00	99.930000%	1947	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0183	39a0faa2cec08b4104fd40b63e93b5165cc9763d	ecd9f51100eaf96c6650df029b1d9acb6624e07a	2026-08-15T19:55:01.216006+00:00	99.940000%	1946	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0184	7a986b2c9e96f8dba1a8c1b2906fdff50ecfbb6e	39a0faa2cec08b4104fd40b63e93b5165cc9763d	2026-08-15T19:55:51.968857+00:00	99.950000%	1945	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0185	83c1a5d1f00fee94e09824a986825ff4d69fbb01	7a986b2c9e96f8dba1a8c1b2906fdff50ecfbb6e	2026-08-15T19:56:42.544875+00:00	99.920000%	1944	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0186	b709ce09c0fa3ac93ba5e82bc4ff7cb0bb2d7765	83c1a5d1f00fee94e09824a986825ff4d69fbb01	2026-08-15T19:57:40.340734+00:00	99.960000%	1943	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0187	0aa2499726331dbedc7a9791d7f84570af6dd939	b709ce09c0fa3ac93ba5e82bc4ff7cb0bb2d7765	2026-08-15T19:58:30.657154+00:00	99.810000%	1942	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0188	4c4f96816ccca7fcb534752acf827457d002bb58	0aa2499726331dbedc7a9791d7f84570af6dd939	2026-08-15T19:59:28.668274+00:00	99.830000%	1941	keep	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	0
attempt-0189	992ea9fd7db3084ab490351f3ceb501b8720f1d6	4c4f96816ccca7fcb534752acf827457d002bb58	2026-08-15T20:01:32.790949+00:00			error	stage one additional smallest QKV scalar prune	Parameterization-preserving staged sparsity: select exactly the smallest-magnitude surviving scalar in the retained sole QKV projection, fix it to zero, store every other scalar as a real parameter, and use the accepted 99.5% internal early-stop protocol; stop this bounded sequence at the first non-accepted logged result.	0	
attempt-0190	e7e27c0b9087fbc4eb2ba37255fe0888b91e88a5	4c4f96816ccca7fcb534752acf827457d002bb58	2026-08-15T20:03:34.884687+00:00	99.900000%	1940	keep	skip critical QKV scalar and prune next-smallest	Parameterization-preserving structured sparsity with boundary feedback: blacklist QKV index 746 because its isolated removal failed at 94.7% validation, then fix exactly the next-smallest surviving scalar to zero while retaining all 107 accepted zeros and every other coefficient; use the same bounded adaptation protocol.	0	0
attempt-0191	314540b3c47a8195ee84dec45c62e68931299529	e7e27c0b9087fbc4eb2ba37255fe0888b91e88a5	2026-08-15T20:04:46.396509+00:00	99.770000%	1939	keep	stage next eligible smallest QKV scalar prune	Parameterization-preserving staged sparsity with boundary feedback: preserve the accepted fixed-zero set and failed-index blacklist, select exactly the smallest-magnitude eligible QKV survivor, fix only it to zero, and use the accepted 99.5% internal early-stop protocol; stop at the first non-accepted logged result.	0	0
attempt-0192	cc792f81ecbdd3ade21b62ca511578f315bd807c	314540b3c47a8195ee84dec45c62e68931299529	2026-08-15T20:05:46.302203+00:00	99.990000%	1938	keep	stage next eligible smallest QKV scalar prune	Parameterization-preserving staged sparsity with boundary feedback: preserve the accepted fixed-zero set and failed-index blacklist, select exactly the smallest-magnitude eligible QKV survivor, fix only it to zero, and use the accepted 99.5% internal early-stop protocol; stop at the first non-accepted logged result.	0	0
attempt-0193	d5f35ca63098ed776d8d1e3a154fdb6fa4095a46	cc792f81ecbdd3ade21b62ca511578f315bd807c	2026-08-15T20:06:37.979238+00:00	99.990000%	1937	keep	stage next eligible smallest QKV scalar prune	Parameterization-preserving staged sparsity with boundary feedback: preserve the accepted fixed-zero set and failed-index blacklist, select exactly the smallest-magnitude eligible QKV survivor, fix only it to zero, and use the accepted 99.5% internal early-stop protocol; stop at the first non-accepted logged result.	0	0
attempt-0194	414938c5170a9b171a5fb0915675de1c1f33140c	d5f35ca63098ed776d8d1e3a154fdb6fa4095a46	2026-08-15T20:07:45.570428+00:00	99.880000%	1936	keep	stage next eligible smallest QKV scalar prune	Parameterization-preserving staged sparsity with boundary feedback: preserve the accepted fixed-zero set and failed-index blacklist, select exactly the smallest-magnitude eligible QKV survivor, fix only it to zero, and use the accepted 99.5% internal early-stop protocol; stop at the first non-accepted logged result.	0	0
