Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 2, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 8,388,608
  lm_head                 : 4,194,304
  transformer_matrices    : 23,068,928
  scalars                 : 16
  total                   : 39,846,160
Estimated FLOPs per token: 2.264940e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011336 | lrm: 1.00 | dt: 224382ms | tok/sec: 876 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 01141 (44.3%) | loss: 3.089614 | lrm: 1.00 | dt: 121ms | tok/sec: 1,621,430 | mfu: 37.1% | epoch: 1 | remaining: 167s    
step 01142 (44.4%) | loss: 3.091928 | lrm: 1.00 | dt: 115ms | tok/sec: 1,709,301 | mfu: 39.1% | epoch: 1 | remaining: 167s    
step 01143 (44.4%) | loss: 3.089577 | lrm: 1.00 | dt: 117ms | tok/sec: 1,673,992 | mfu: 38.3% | epoch: 1 | remaining: 167s    
step 01144 (44.4%) | loss: 3.089559 | lrm: 1.00 | dt: 116ms | tok/sec: 1,694,455 | mfu: 38.8% | epoch: 1 | remaining: 167s    
step 01145 (44.5%) | loss: 3.091551 | lrm: 1.00 | dt: 113ms | tok/sec: 1,734,694 | mfu: 39.7% | epoch: 1 | remaining: 166s    
step 01146 (44.5%) | loss: 3.085042 | lrm: 1.00 | dt: 114ms | tok/sec: 1,724,392 | mfu: 39.5% | epoch: 1 | remaining: 166s    
step 01147 (44.6%) | loss: 3.081763 | lrm: 1.00 | dt: 133ms | tok/sec: 1,476,044 | mfu: 33.8% | epoch: 1 | remaining: 166s    
step 01148 (44.6%) | loss: 3.087035 | lrm: 1.00 | dt: 111ms | tok/sec: 1,766,037 | mfu: 40.4% | epoch: 1 | remaining: 166s    
step 01149 (44.6%) | loss: 3.088569 | lrm: 1.00 | dt: 114ms | tok/sec: 1,727,314 | mfu: 39.5% | epoch: 1 | remaining: 166s    
step 01150 (44.7%) | loss: 3.088346 | lrm: 1.00 | dt: 124ms | tok/sec: 1,585,907 | mfu: 36.3% | epoch: 1 | remaining: 166s    
step 01151 (44.7%) | loss: 3.092328 | lrm: 1.00 | dt: 115ms | tok/sec: 1,702,933 | mfu: 39.0% | epoch: 1 | remaining: 166s    
step 01152 (44.8%) | loss: 3.090788 | lrm: 1.00 | dt: 115ms | tok/sec: 1,703,721 | mfu: 39.0% | epoch: 1 | remaining: 166s    
step 01153 (44.8%) | loss: 3.093509 | lrm: 1.00 | dt: 115ms | tok/sec: 1,709,262 | mfu: 39.1% | epoch: 1 | remaining: 166s    
step 01154 (44.8%) | loss: 3.089906 | lrm: 1.00 | dt: 114ms | tok/sec: 1,730,707 | mfu: 39.6% | epoch: 1 | remaining: 165s    
step 01155 (44.9%) | loss: 3.094765 | lrm: 1.00 | dt: 116ms | tok/sec: 1,692,313 | mfu: 38.7% | epoch: 1 | remaining: 165s    
step 01156 (44.9%) | loss: 3.091852 | lrm: 1.00 | dt: 115ms | tok/sec: 1,712,172 | mfu: 39.2% | epoch: 1 | remaining: 165s    
step 01157 (44.9%) | loss: 3.095476 | lrm: 1.00 | dt: 122ms | tok/sec: 1,606,915 | mfu: 36.8% | epoch: 1 | remaining: 165s    
step 01158 (45.0%) | loss: 3.092948 | lrm: 1.00 | dt: 114ms | tok/sec: 1,719,889 | mfu: 39.4% | epoch: 1 | remaining: 165s    
step 01159 (45.0%) | loss: 3.096317 | lrm: 1.00 | dt: 117ms | tok/sec: 1,676,238 | mfu: 38.4% | epoch: 1 | remaining: 165s    
step 01160 (45.1%) | loss: 3.096492 | lrm: 1.00 | dt: 114ms | tok/sec: 1,731,052 | mfu: 39.6% | epoch: 1 | remaining: 165s    
step 01161 (45.1%) | loss: 3.097020 | lrm: 1.00 | dt: 115ms | tok/sec: 1,707,814 | mfu: 39.1% | epoch: 1 | remaining: 165s    
step 01162 (45.1%) | loss: 3.093661 | lrm: 1.00 | dt: 115ms | tok/sec: 1,712,482 | mfu: 39.2% | epoch: 1 | remaining: 164s    
step 01163 (45.2%) | loss: 3.093394 | lrm: 1.00 | dt: 134ms | tok/sec: 1,470,270 | mfu: 33.7% | epoch: 1 | remaining: 164s    
step 01164 (45.2%) | loss: 3.096954 | lrm: 1.00 | dt: 119ms | tok/sec: 1,646,468 | mfu: 37.7% | epoch: 1 | remaining: 164s    
step 01165 (45.3%) | loss: 3.095777 | lrm: 1.00 | dt: 111ms | tok/sec: 1,769,900 | mfu: 40.5% | epoch: 1 | remaining: 164s    
step 01166 (45.3%) | loss: 3.094171 | lrm: 1.00 | dt: 114ms | tok/sec: 1,730,315 | mfu: 39.6% | epoch: 1 | remaining: 164s    
step 01167 (45.3%) | loss: 3.099620 | lrm: 1.00 | dt: 115ms | tok/sec: 1,707,860 | mfu: 39.1% | epoch: 1 | remaining: 164s    
step 01168 (45.4%) | loss: 3.093083 | lrm: 1.00 | dt: 125ms | tok/sec: 1,571,539 | mfu: 36.0% | epoch: 1 | remaining: 164s    
step 01169 (45.4%) | loss: 3.091042 | lrm: 1.00 | dt: 118ms | tok/sec: 1,668,157 | mfu: 38.2% | epoch: 1 | remaining: 164s    
step 01170 (45.5%) | loss: 3.097000 | lrm: 1.00 | dt: 111ms | tok/sec: 1,764,526 | mfu: 40.4% | epoch: 1 | remaining: 164s    
step 01171 (45.5%) | loss: 3.095011 | lrm: 1.00 | dt: 117ms | tok/sec: 1,685,950 | mfu: 38.6% | epoch: 1 | remaining: 163s    
step 01172 (45.5%) | loss: 3.099180 | lrm: 1.00 | dt: 119ms | tok/sec: 1,652,605 | mfu: 37.8% | epoch: 1 | remaining: 163s    
step 01173 (45.6%) | loss: 3.098052 | lrm: 1.00 | dt: 114ms | tok/sec: 1,728,614 | mfu: 39.6% | epoch: 1 | remaining: 163s    
step 01174 (45.6%) | loss: 3.096188 | lrm: 1.00 | dt: 136ms | tok/sec: 1,447,454 | mfu: 33.1% | epoch: 1 | remaining: 163s    
step 01175 (45.7%) | loss: 3.093547 | lrm: 1.00 | dt: 112ms | tok/sec: 1,753,502 | mfu: 40.1% | epoch: 1 | remaining: 163s    
step 01176 (45.7%) | loss: 3.094163 | lrm: 1.00 | dt: 114ms | tok/sec: 1,728,165 | mfu: 39.6% | epoch: 1 | remaining: 163s    
step 01177 (45.7%) | loss: 3.095235 | lrm: 1.00 | dt: 114ms | tok/sec: 1,730,776 | mfu: 39.6% | epoch: 1 | remaining: 163s    
step 01178 (45.8%) | loss: 3.105994 | lrm: 1.00 | dt: 113ms | tok/sec: 1,737,556 | mfu: 39.8% | epoch: 1 | remaining: 163s    
step 01179 (45.8%) | loss: 3.100310 | lrm: 1.00 | dt: 116ms | tok/sec: 1,699,504 | mfu: 38.9% | epoch: 1 | remaining: 162s    
step 01180 (45.8%) | loss: 3.101620 | lrm: 1.00 | dt: 117ms | tok/sec: 1,682,277 | mfu: 38.5% | epoch: 1 | remaining: 162s    
step 01181 (45.9%) | loss: 3.103173 | lrm: 1.00 | dt: 116ms | tok/sec: 1,692,830 | mfu: 38.7% | epoch: 1 | remaining: 162s    
step 01182 (45.9%) | loss: 3.100882 | lrm: 1.00 | dt: 116ms | tok/sec: 1,698,160 | mfu: 38.9% | epoch: 1 | remaining: 162s    
step 01183 (46.0%) | loss: 3.097081 | lrm: 1.00 | dt: 115ms | tok/sec: 1,710,556 | mfu: 39.2% | epoch: 1 | remaining: 162s    
step 01184 (46.0%) | loss: 3.097943 | lrm: 1.00 | dt: 123ms | tok/sec: 1,599,587 | mfu: 36.6% | epoch: 1 | remaining: 162s    
step 01185 (46.0%) | loss: 3.103093 | lrm: 1.00 | dt: 112ms | tok/sec: 1,750,409 | mfu: 40.1% | epoch: 1 | remaining: 162s    
step 01186 (46.1%) | loss: 3.103385 | lrm: 1.00 | dt: 113ms | tok/sec: 1,736,912 | mfu: 39.8% | epoch: 1 | remaining: 162s    
step 01187 (46.1%) | loss: 3.105534 | lrm: 1.00 | dt: 114ms | tok/sec: 1,724,114 | mfu: 39.5% | epoch: 1 | remaining: 162s    
step 01188 (46.2%) | loss: 3.106649 | lrm: 1.00 | dt: 119ms | tok/sec: 1,656,892 | mfu: 37.9% | epoch: 1 | remaining: 161s    
step 01189 (46.2%) | loss: 3.107204 | lrm: 1.00 | dt: 114ms | tok/sec: 1,731,230 | mfu: 39.6% | epoch: 1 | remaining: 161s    
step 01190 (46.2%) | loss: 3.102404 | lrm: 1.00 | dt: 116ms | tok/sec: 1,693,846 | mfu: 38.8% | epoch: 1 | remaining: 161s    
step 01191 (46.3%) | loss: 3.100807 | lrm: 1.00 | dt: 119ms | tok/sec: 1,649,389 | mfu: 37.8% | epoch: 1 | remaining: 161s    
step 01192 (46.3%) | loss: 3.098174 | lrm: 1.00 | dt: 115ms | tok/sec: 1,711,568 | mfu: 39.2% | epoch: 1 | remaining: 161s    
step 01193 (46.3%) | loss: 3.091318 | lrm: 1.00 | dt: 115ms | tok/sec: 1,711,813 | mfu: 39.2% | epoch: 1 | remaining: 161s    
step 01194 (46.4%) | loss: 3.087833 | lrm: 1.00 | dt: 114ms | tok/sec: 1,726,685 | mfu: 39.5% | epoch: 1 | remaining: 161s    
step 01195 (46.4%) | loss: 3.090275 | lrm: 1.00 | dt: 114ms | tok/sec: 1,722,271 | mfu: 39.4% | epoch: 1 | remaining: 161s    
step 01196 (46.5%) | loss: 3.091432 | lrm: 1.00 | dt: 116ms | tok/sec: 1,698,829 | mfu: 38.9% | epoch: 1 | remaining: 161s    
step 01197 (46.5%) | loss: 3.092031 | lrm: 1.00 | dt: 115ms | tok/sec: 1,710,038 | mfu: 39.1% | epoch: 1 | remaining: 160s    
step 01198 (46.5%) | loss: 3.084696 | lrm: 1.00 | dt: 115ms | tok/sec: 1,712,677 | mfu: 39.2% | epoch: 1 | remaining: 160s    
step 01199 (46.6%) | loss: 3.088785 | lrm: 1.00 | dt: 117ms | tok/sec: 1,684,283 | mfu: 38.6% | epoch: 1 | remaining: 160s    
step 01200 (46.6%) | loss: 3.081423 | lrm: 1.00 | dt: 136ms | tok/sec: 1,449,994 | mfu: 33.2% | epoch: 1 | remaining: 160s    
step 01201 (46.7%) | loss: 3.084873 | lrm: 1.00 | dt: 112ms | tok/sec: 1,751,063 | mfu: 40.1% | epoch: 1 | remaining: 160s    
step 01202 (46.7%) | loss: 3.085282 | lrm: 1.00 | dt: 116ms | tok/sec: 1,701,405 | mfu: 38.9% | epoch: 1 | remaining: 160s    
step 01203 (46.7%) | loss: 3.088487 | lrm: 1.00 | dt: 113ms | tok/sec: 1,738,292 | mfu: 39.8% | epoch: 1 | remaining: 160s    
step 01204 (46.8%) | loss: 3.084802 | lrm: 1.00 | dt: 114ms | tok/sec: 1,719,918 | mfu: 39.4% | epoch: 1 | remaining: 160s    
step 01205 (46.8%) | loss: 3.085980 | lrm: 1.00 | dt: 114ms | tok/sec: 1,726,547 | mfu: 39.5% | epoch: 1 | remaining: 159s    
step 01206 (46.8%) | loss: 3.091819 | lrm: 1.00 | dt: 115ms | tok/sec: 1,714,372 | mfu: 39.2% | epoch: 1 | remaining: 159s    
step 01207 (46.9%) | loss: 3.087207 | lrm: 1.00 | dt: 116ms | tok/sec: 1,701,798 | mfu: 39.0% | epoch: 1 | remaining: 159s    
step 01208 (46.9%) | loss: 3.084619 | lrm: 1.00 | dt: 116ms | tok/sec: 1,693,289 | mfu: 38.8% | epoch: 1 | remaining: 159s    
step 01209 (47.0%) | loss: 3.084304 | lrm: 1.00 | dt: 125ms | tok/sec: 1,578,578 | mfu: 36.1% | epoch: 1 | remaining: 159s    
step 01210 (47.0%) | loss: 3.086841 | lrm: 1.00 | dt: 113ms | tok/sec: 1,736,443 | mfu: 39.7% | epoch: 1 | remaining: 159s    
step 01211 (47.0%) | loss: 3.083944 | lrm: 1.00 | dt: 113ms | tok/sec: 1,735,438 | mfu: 39.7% | epoch: 1 | remaining: 159s    
step 01212 (47.1%) | loss: 3.079498 | lrm: 1.00 | dt: 120ms | tok/sec: 1,635,201 | mfu: 37.4% | epoch: 1 | remaining: 159s    
step 01213 (47.1%) | loss: 3.077653 | lrm: 1.00 | dt: 113ms | tok/sec: 1,738,768 | mfu: 39.8% | epoch: 1 | remaining: 159s    
step 01214 (47.2%) | loss: 3.077881 | lrm: 1.00 | dt: 114ms | tok/sec: 1,721,871 | mfu: 39.4% | epoch: 1 | remaining: 158s    
step 01215 (47.2%) | loss: 3.078961 | lrm: 1.00 | dt: 136ms | tok/sec: 1,445,526 | mfu: 33.1% | epoch: 1 | remaining: 158s    
step 01216 (47.2%) | loss: 3.078690 | lrm: 1.00 | dt: 111ms | tok/sec: 1,768,181 | mfu: 40.5% | epoch: 1 | remaining: 158s    
step 01217 (47.3%) | loss: 3.080266 | lrm: 1.00 | dt: 125ms | tok/sec: 1,573,698 | mfu: 36.0% | epoch: 1 | remaining: 158s    
step 01218 (47.3%) | loss: 3.083395 | lrm: 1.00 | dt: 122ms | tok/sec: 1,609,355 | mfu: 36.8% | epoch: 1 | remaining: 158s    
step 01219 (47.4%) | loss: 3.080037 | lrm: 1.00 | dt: 148ms | tok/sec: 1,330,468 | mfu: 30.5% | epoch: 1 | remaining: 158s    
step 01220 (47.4%) | loss: 3.079641 | lrm: 1.00 | dt: 111ms | tok/sec: 1,767,404 | mfu: 40.5% | epoch: 1 | remaining: 158s    
step 01221 (47.4%) | loss: 3.079098 | lrm: 1.00 | dt: 116ms | tok/sec: 1,687,817 | mfu: 38.6% | epoch: 1 | remaining: 158s    
step 01222 (47.5%) | loss: 3.078959 | lrm: 1.00 | dt: 112ms | tok/sec: 1,759,777 | mfu: 40.3% | epoch: 1 | remaining: 157s    
step 01223 (47.5%) | loss: 3.077014 | lrm: 1.00 | dt: 121ms | tok/sec: 1,627,693 | mfu: 37.3% | epoch: 1 | remaining: 157s    
step 01224 (47.6%) | loss: 3.079200 | lrm: 1.00 | dt: 113ms | tok/sec: 1,736,970 | mfu: 39.8% | epoch: 1 | remaining: 157s    
step 01225 (47.6%) | loss: 3.083917 | lrm: 1.00 | dt: 115ms | tok/sec: 1,715,731 | mfu: 39.3% | epoch: 1 | remaining: 157s    
step 01226 (47.6%) | loss: 3.084831 | lrm: 1.00 | dt: 117ms | tok/sec: 1,687,040 | mfu: 38.6% | epoch: 1 | remaining: 157s    
step 01227 (47.7%) | loss: 3.084926 | lrm: 1.00 | dt: 120ms | tok/sec: 1,636,609 | mfu: 37.5% | epoch: 1 | remaining: 157s    
step 01228 (47.7%) | loss: 3.083881 | lrm: 1.00 | dt: 117ms | tok/sec: 1,675,601 | mfu: 38.4% | epoch: 1 | remaining: 157s    
step 01229 (47.8%) | loss: 3.088204 | lrm: 1.00 | dt: 114ms | tok/sec: 1,729,792 | mfu: 39.6% | epoch: 1 | remaining: 157s    
step 01230 (47.8%) | loss: 3.089072 | lrm: 1.00 | dt: 116ms | tok/sec: 1,689,882 | mfu: 38.7% | epoch: 1 | remaining: 156s    
step 01231 (47.8%) | loss: 3.085128 | lrm: 1.00 | dt: 114ms | tok/sec: 1,723,707 | mfu: 39.5% | epoch: 1 | remaining: 156s    
step 01232 (47.9%) | loss: 3.085618 | lrm: 1.00 | dt: 114ms | tok/sec: 1,730,438 | mfu: 39.6% | epoch: 1 | remaining: 156s    
step 01233 (47.9%) | loss: 3.084734 | lrm: 1.00 | dt: 116ms | tok/sec: 1,698,398 | mfu: 38.9% | epoch: 1 | remaining: 156s    
step 01234 (48.0%) | loss: 3.086275 | lrm: 1.00 | dt: 116ms | tok/sec: 1,700,938 | mfu: 38.9% | epoch: 1 | remaining: 156s    
step 01235 (48.0%) | loss: 3.087126 | lrm: 1.00 | dt: 117ms | tok/sec: 1,675,155 | mfu: 38.3% | epoch: 1 | remaining: 156s    
step 01236 (48.0%) | loss: 3.083570 | lrm: 1.00 | dt: 114ms | tok/sec: 1,720,445 | mfu: 39.4% | epoch: 1 | remaining: 156s    
step 01237 (48.1%) | loss: 3.086415 | lrm: 1.00 | dt: 119ms | tok/sec: 1,657,212 | mfu: 37.9% | epoch: 1 | remaining: 156s    
step 01238 (48.1%) | loss: 3.087340 | lrm: 1.00 | dt: 128ms | tok/sec: 1,539,684 | mfu: 35.2% | epoch: 1 | remaining: 156s    
step 01239 (48.1%) | loss: 3.092265 | lrm: 1.00 | dt: 112ms | tok/sec: 1,762,147 | mfu: 40.3% | epoch: 1 | remaining: 155s    
step 01240 (48.2%) | loss: 3.095503 | lrm: 1.00 | dt: 124ms | tok/sec: 1,587,711 | mfu: 36.3% | epoch: 1 | remaining: 155s    
step 01241 (48.2%) | loss: 3.089172 | lrm: 1.00 | dt: 112ms | tok/sec: 1,752,198 | mfu: 40.1% | epoch: 1 | remaining: 155s    
step 01242 (48.3%) | loss: 3.085009 | lrm: 1.00 | dt: 116ms | tok/sec: 1,701,840 | mfu: 39.0% | epoch: 1 | remaining: 155s    
step 01243 (48.3%) | loss: 3.082157 | lrm: 1.00 | dt: 115ms | tok/sec: 1,708,586 | mfu: 39.1% | epoch: 1 | remaining: 155s    
step 01244 (48.3%) | loss: 3.083438 | lrm: 1.00 | dt: 117ms | tok/sec: 1,681,241 | mfu: 38.5% | epoch: 1 | remaining: 155s    
step 01245 (48.4%) | loss: 3.080883 | lrm: 1.00 | dt: 115ms | tok/sec: 1,710,443 | mfu: 39.2% | epoch: 1 | remaining: 155s    
step 01246 (48.4%) | loss: 3.080449 | lrm: 1.00 | dt: 117ms | tok/sec: 1,678,339 | mfu: 38.4% | epoch: 1 | remaining: 155s    
step 01247 (48.5%) | loss: 3.077175 | lrm: 1.00 | dt: 116ms | tok/sec: 1,701,928 | mfu: 39.0% | epoch: 1 | remaining: 155s    
step 01248 (48.5%) | loss: 3.079454 | lrm: 1.00 | dt: 114ms | tok/sec: 1,722,407 | mfu: 39.4% | epoch: 1 | remaining: 154s    
step 01249 (48.5%) | loss: 3.082388 | lrm: 1.00 | dt: 117ms | tok/sec: 1,683,080 | mfu: 38.5% | epoch: 1 | remaining: 154s    
step 01250 (48.6%) | loss: 3.084893 | lrm: 1.00 | dt: 113ms | tok/sec: 1,742,148 | mfu: 39.9% | epoch: 1 | remaining: 154s    
step 01251 (48.6%) | loss: 3.089112 | lrm: 1.00 | dt: 115ms | tok/sec: 1,708,168 | mfu: 39.1% | epoch: 1 | remaining: 154s    
step 01252 (48.6%) | loss: 3.082838 | lrm: 1.00 | dt: 115ms | tok/sec: 1,703,605 | mfu: 39.0% | epoch: 1 | remaining: 154s    
step 01253 (48.7%) | loss: 3.082504 | lrm: 1.00 | dt: 115ms | tok/sec: 1,716,431 | mfu: 39.3% | epoch: 1 | remaining: 154s    
step 01254 (48.7%) | loss: 3.081538 | lrm: 1.00 | dt: 116ms | tok/sec: 1,693,971 | mfu: 38.8% | epoch: 1 | remaining: 154s    
step 01255 (48.8%) | loss: 3.073724 | lrm: 1.00 | dt: 116ms | tok/sec: 1,692,014 | mfu: 38.7% | epoch: 1 | remaining: 154s    
step 01256 (48.8%) | loss: 3.077253 | lrm: 1.00 | dt: 116ms | tok/sec: 1,688,200 | mfu: 38.6% | epoch: 1 | remaining: 153s    
step 01257 (48.8%) | loss: 3.076015 | lrm: 1.00 | dt: 114ms | tok/sec: 1,724,698 | mfu: 39.5% | epoch: 1 | remaining: 153s    
step 01258 (48.9%) | loss: 3.074309 | lrm: 1.00 | dt: 118ms | tok/sec: 1,670,069 | mfu: 38.2% | epoch: 1 | remaining: 153s    
step 01259 (48.9%) | loss: 3.078479 | lrm: 1.00 | dt: 124ms | tok/sec: 1,581,306 | mfu: 36.2% | epoch: 1 | remaining: 153s    
step 01260 (49.0%) | loss: 3.079171 | lrm: 1.00 | dt: 112ms | tok/sec: 1,756,531 | mfu: 40.2% | epoch: 1 | remaining: 153s    
step 01261 (49.0%) | loss: 3.071711 | lrm: 1.00 | dt: 116ms | tok/sec: 1,702,216 | mfu: 39.0% | epoch: 1 | remaining: 153s    
step 01262 (49.0%) | loss: 3.074253 | lrm: 1.00 | dt: 115ms | tok/sec: 1,712,428 | mfu: 39.2% | epoch: 1 | remaining: 153s    
step 01263 (49.1%) | loss: 3.072669 | lrm: 1.00 | dt: 116ms | tok/sec: 1,701,398 | mfu: 38.9% | epoch: 1 | remaining: 153s    
step 01264 (49.1%) | loss: 3.071105 | lrm: 1.00 | dt: 115ms | tok/sec: 1,716,449 | mfu: 39.3% | epoch: 1 | remaining: 153s    
step 01265 (49.2%) | loss: 3.071327 | lrm: 1.00 | dt: 116ms | tok/sec: 1,694,350 | mfu: 38.8% | epoch: 1 | remaining: 152s    
step 01266 (49.2%) | loss: 3.069929 | lrm: 1.00 | dt: 115ms | tok/sec: 1,702,455 | mfu: 39.0% | epoch: 1 | remaining: 152s    
step 01267 (49.2%) | loss: 3.069876 | lrm: 1.00 | dt: 115ms | tok/sec: 1,715,681 | mfu: 39.3% | epoch: 1 | remaining: 152s    
step 01268 (49.3%) | loss: 3.072788 | lrm: 1.00 | dt: 118ms | tok/sec: 1,667,179 | mfu: 38.2% | epoch: 1 | remaining: 152s    
step 01269 (49.3%) | loss: 3.078851 | lrm: 1.00 | dt: 112ms | tok/sec: 1,749,195 | mfu: 40.0% | epoch: 1 | remaining: 152s    
step 01270 (49.3%) | loss: 3.088353 | lrm: 1.00 | dt: 121ms | tok/sec: 1,620,544 | mfu: 37.1% | epoch: 1 | remaining: 152s    
step 01271 (49.4%) | loss: 3.090068 | lrm: 1.00 | dt: 114ms | tok/sec: 1,725,135 | mfu: 39.5% | epoch: 1 | remaining: 152s    
step 01272 (49.4%) | loss: 3.089624 | lrm: 1.00 | dt: 126ms | tok/sec: 1,558,579 | mfu: 35.7% | epoch: 1 | remaining: 152s    
step 01273 (49.5%) | loss: 3.090160 | lrm: 1.00 | dt: 114ms | tok/sec: 1,731,554 | mfu: 39.6% | epoch: 1 | remaining: 151s    
step 01274 (49.5%) | loss: 3.083235 | lrm: 1.00 | dt: 114ms | tok/sec: 1,726,511 | mfu: 39.5% | epoch: 1 | remaining: 151s    
step 01275 (49.5%) | loss: 3.082376 | lrm: 1.00 | dt: 114ms | tok/sec: 1,725,680 | mfu: 39.5% | epoch: 1 | remaining: 151s    
step 01276 (49.6%) | loss: 3.083732 | lrm: 1.00 | dt: 123ms | tok/sec: 1,603,216 | mfu: 36.7% | epoch: 1 | remaining: 151s    
step 01277 (49.6%) | loss: 3.085976 | lrm: 1.00 | dt: 112ms | tok/sec: 1,760,555 | mfu: 40.3% | epoch: 1 | remaining: 151s    
step 01278 (49.7%) | loss: 3.085926 | lrm: 1.00 | dt: 115ms | tok/sec: 1,707,853 | mfu: 39.1% | epoch: 1 | remaining: 151s    
step 01279 (49.7%) | loss: 3.081631 | lrm: 1.00 | dt: 115ms | tok/sec: 1,713,966 | mfu: 39.2% | epoch: 1 | remaining: 151s    
step 01280 (49.7%) | loss: 3.080532 | lrm: 1.00 | dt: 114ms | tok/sec: 1,717,707 | mfu: 39.3% | epoch: 1 | remaining: 151s    
step 01281 (49.8%) | loss: 3.078009 | lrm: 1.00 | dt: 115ms | tok/sec: 1,707,577 | mfu: 39.1% | epoch: 1 | remaining: 151s    
step 01282 (49.8%) | loss: 3.080436 | lrm: 1.00 | dt: 116ms | tok/sec: 1,700,692 | mfu: 38.9% | epoch: 1 | remaining: 150s    
step 01283 (49.8%) | loss: 3.078889 | lrm: 1.00 | dt: 115ms | tok/sec: 1,714,999 | mfu: 39.3% | epoch: 1 | remaining: 150s    
step 01284 (49.9%) | loss: 3.078778 | lrm: 1.00 | dt: 117ms | tok/sec: 1,676,445 | mfu: 38.4% | epoch: 1 | remaining: 150s    
step 01285 (49.9%) | loss: 3.081450 | lrm: 1.00 | dt: 114ms | tok/sec: 1,726,938 | mfu: 39.5% | epoch: 1 | remaining: 150s    
step 01286 (50.0%) | loss: 3.077766 | lrm: 1.00 | dt: 115ms | tok/sec: 1,702,680 | mfu: 39.0% | epoch: 1 | remaining: 150s    
step 01287 (50.0%) | loss: 3.075736 | lrm: 1.00 | dt: 134ms | tok/sec: 1,467,515 | mfu: 33.6% | epoch: 1 | remaining: 150s    
step 01288 (50.0%) | loss: 3.073801 | lrm: 1.00 | dt: 111ms | tok/sec: 1,773,074 | mfu: 40.6% | epoch: 1 | remaining: 150s    
step 01289 (50.1%) | loss: 3.077801 | lrm: 1.00 | dt: 115ms | tok/sec: 1,715,524 | mfu: 39.3% | epoch: 1 | remaining: 150s    
step 01290 (50.1%) | loss: 3.077039 | lrm: 1.00 | dt: 115ms | tok/sec: 1,709,818 | mfu: 39.1% | epoch: 1 | remaining: 150s    
step 01291 (50.2%) | loss: 3.073824 | lrm: 1.00 | dt: 115ms | tok/sec: 1,716,502 | mfu: 39.3% | epoch: 1 | remaining: 149s    
step 01292 (50.2%) | loss: 3.075246 | lrm: 1.00 | dt: 114ms | tok/sec: 1,722,846 | mfu: 39.4% | epoch: 1 | remaining: 149s    
step 01293 (50.2%) | loss: 3.069269 | lrm: 1.00 | dt: 115ms | tok/sec: 1,704,091 | mfu: 39.0% | epoch: 1 | remaining: 149s    
step 01294 (50.3%) | loss: 3.066161 | lrm: 0.99 | dt: 116ms | tok/sec: 1,699,935 | mfu: 38.9% | epoch: 1 | remaining: 149s    
step 01295 (50.3%) | loss: 3.064663 | lrm: 0.99 | dt: 116ms | tok/sec: 1,693,466 | mfu: 38.8% | epoch: 1 | remaining: 149s    
step 01296 (50.4%) | loss: 3.058544 | lrm: 0.99 | dt: 116ms | tok/sec: 1,700,770 | mfu: 38.9% | epoch: 1 | remaining: 149s    
step 01297 (50.4%) | loss: 3.055489 | lrm: 0.99 | dt: 114ms | tok/sec: 1,719,656 | mfu: 39.4% | epoch: 1 | remaining: 149s    
step 01298 (50.4%) | loss: 3.057891 | lrm: 0.99 | dt: 114ms | tok/sec: 1,719,997 | mfu: 39.4% | epoch: 1 | remaining: 149s    
step 01299 (50.5%) | loss: 3.053034 | lrm: 0.99 | dt: 115ms | tok/sec: 1,706,295 | mfu: 39.1% | epoch: 1 | remaining: 148s    
step 01300 (50.5%) | loss: 3.053821 | lrm: 0.99 | dt: 114ms | tok/sec: 1,724,720 | mfu: 39.5% | epoch: 1 | remaining: 148s    
step 01301 (50.5%) | loss: 3.048972 | lrm: 0.99 | dt: 115ms | tok/sec: 1,704,538 | mfu: 39.0% | epoch: 1 | remaining: 148s    
step 01302 (50.6%) | loss: 3.048251 | lrm: 0.99 | dt: 119ms | tok/sec: 1,654,080 | mfu: 37.9% | epoch: 1 | remaining: 148s    
step 01303 (50.6%) | loss: 3.051085 | lrm: 0.99 | dt: 118ms | tok/sec: 1,668,343 | mfu: 38.2% | epoch: 1 | remaining: 148s    
step 01304 (50.7%) | loss: 3.049626 | lrm: 0.99 | dt: 116ms | tok/sec: 1,690,918 | mfu: 38.7% | epoch: 1 | remaining: 148s    
step 01305 (50.7%) | loss: 3.050431 | lrm: 0.99 | dt: 116ms | tok/sec: 1,700,265 | mfu: 38.9% | epoch: 1 | remaining: 148s    
step 01306 (50.7%) | loss: 3.048677 | lrm: 0.99 | dt: 114ms | tok/sec: 1,726,811 | mfu: 39.5% | epoch: 1 | remaining: 148s    
step 01307 (50.8%) | loss: 3.045893 | lrm: 0.98 | dt: 115ms | tok/sec: 1,712,983 | mfu: 39.2% | epoch: 1 | remaining: 148s    
step 01308 (50.8%) | loss: 3.048121 | lrm: 0.98 | dt: 114ms | tok/sec: 1,720,111 | mfu: 39.4% | epoch: 1 | remaining: 147s    
