Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011339 | lrm: 1.00 | dt: 179549ms | tok/sec: 912 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 01246 (41.5%) | loss: 3.096049 | lrm: 1.00 | dt: 98ms | tok/sec: 1,677,733 | mfu: 40.5% | epoch: 1 | remaining: 176s    
step 01247 (41.5%) | loss: 3.097801 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,947 | mfu: 39.8% | epoch: 1 | remaining: 175s    
step 01248 (41.5%) | loss: 3.091557 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,709 | mfu: 39.6% | epoch: 1 | remaining: 175s    
step 01249 (41.6%) | loss: 3.096661 | lrm: 1.00 | dt: 99ms | tok/sec: 1,654,886 | mfu: 40.0% | epoch: 1 | remaining: 175s    
step 01250 (41.6%) | loss: 3.092501 | lrm: 1.00 | dt: 100ms | tok/sec: 1,644,640 | mfu: 39.7% | epoch: 1 | remaining: 175s    
step 01251 (41.6%) | loss: 3.094514 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,085 | mfu: 39.7% | epoch: 1 | remaining: 175s    
step 01252 (41.7%) | loss: 3.093027 | lrm: 1.00 | dt: 99ms | tok/sec: 1,648,111 | mfu: 39.8% | epoch: 1 | remaining: 175s    
step 01253 (41.7%) | loss: 3.095340 | lrm: 1.00 | dt: 141ms | tok/sec: 1,164,665 | mfu: 28.1% | epoch: 1 | remaining: 175s    
step 01254 (41.7%) | loss: 3.090071 | lrm: 1.00 | dt: 96ms | tok/sec: 1,714,301 | mfu: 41.4% | epoch: 1 | remaining: 175s    
step 01255 (41.8%) | loss: 3.088922 | lrm: 1.00 | dt: 98ms | tok/sec: 1,676,460 | mfu: 40.5% | epoch: 1 | remaining: 175s    
step 01256 (41.8%) | loss: 3.087998 | lrm: 1.00 | dt: 98ms | tok/sec: 1,679,948 | mfu: 40.6% | epoch: 1 | remaining: 175s    
step 01257 (41.8%) | loss: 3.086563 | lrm: 1.00 | dt: 98ms | tok/sec: 1,669,200 | mfu: 40.3% | epoch: 1 | remaining: 174s    
step 01258 (41.9%) | loss: 3.083562 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,693 | mfu: 39.7% | epoch: 1 | remaining: 174s    
step 01259 (41.9%) | loss: 3.081973 | lrm: 1.00 | dt: 99ms | tok/sec: 1,652,709 | mfu: 39.9% | epoch: 1 | remaining: 174s    
step 01260 (41.9%) | loss: 3.089604 | lrm: 1.00 | dt: 142ms | tok/sec: 1,150,754 | mfu: 27.8% | epoch: 1 | remaining: 174s    
step 01261 (42.0%) | loss: 3.090918 | lrm: 1.00 | dt: 107ms | tok/sec: 1,526,716 | mfu: 36.9% | epoch: 1 | remaining: 174s    
step 01262 (42.0%) | loss: 3.087849 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,484 | mfu: 39.6% | epoch: 1 | remaining: 174s    
step 01263 (42.0%) | loss: 3.086222 | lrm: 1.00 | dt: 99ms | tok/sec: 1,652,899 | mfu: 39.9% | epoch: 1 | remaining: 174s    
step 01264 (42.1%) | loss: 3.088932 | lrm: 1.00 | dt: 98ms | tok/sec: 1,673,285 | mfu: 40.4% | epoch: 1 | remaining: 174s    
step 01265 (42.1%) | loss: 3.087337 | lrm: 1.00 | dt: 98ms | tok/sec: 1,675,324 | mfu: 40.5% | epoch: 1 | remaining: 174s    
step 01266 (42.1%) | loss: 3.081158 | lrm: 1.00 | dt: 97ms | tok/sec: 1,690,516 | mfu: 40.8% | epoch: 1 | remaining: 173s    
step 01267 (42.2%) | loss: 3.086308 | lrm: 1.00 | dt: 99ms | tok/sec: 1,659,105 | mfu: 40.1% | epoch: 1 | remaining: 173s    
step 01268 (42.2%) | loss: 3.089964 | lrm: 1.00 | dt: 99ms | tok/sec: 1,657,812 | mfu: 40.1% | epoch: 1 | remaining: 173s    
step 01269 (42.2%) | loss: 3.081801 | lrm: 1.00 | dt: 105ms | tok/sec: 1,566,091 | mfu: 37.8% | epoch: 1 | remaining: 173s    
step 01270 (42.3%) | loss: 3.083856 | lrm: 1.00 | dt: 103ms | tok/sec: 1,590,820 | mfu: 38.4% | epoch: 1 | remaining: 173s    
step 01271 (42.3%) | loss: 3.084541 | lrm: 1.00 | dt: 101ms | tok/sec: 1,616,788 | mfu: 39.1% | epoch: 1 | remaining: 173s    
step 01272 (42.3%) | loss: 3.087298 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,356 | mfu: 39.5% | epoch: 1 | remaining: 173s    
step 01273 (42.4%) | loss: 3.089210 | lrm: 1.00 | dt: 99ms | tok/sec: 1,646,957 | mfu: 39.8% | epoch: 1 | remaining: 173s    
step 01274 (42.4%) | loss: 3.089903 | lrm: 1.00 | dt: 98ms | tok/sec: 1,666,451 | mfu: 40.3% | epoch: 1 | remaining: 173s    
step 01275 (42.4%) | loss: 3.086124 | lrm: 1.00 | dt: 98ms | tok/sec: 1,679,423 | mfu: 40.6% | epoch: 1 | remaining: 173s    
step 01276 (42.5%) | loss: 3.089636 | lrm: 1.00 | dt: 98ms | tok/sec: 1,673,851 | mfu: 40.4% | epoch: 1 | remaining: 172s    
step 01277 (42.5%) | loss: 3.089238 | lrm: 1.00 | dt: 98ms | tok/sec: 1,679,267 | mfu: 40.6% | epoch: 1 | remaining: 172s    
step 01278 (42.5%) | loss: 3.084627 | lrm: 1.00 | dt: 100ms | tok/sec: 1,632,299 | mfu: 39.4% | epoch: 1 | remaining: 172s    
step 01279 (42.6%) | loss: 3.075577 | lrm: 1.00 | dt: 109ms | tok/sec: 1,496,559 | mfu: 36.2% | epoch: 1 | remaining: 172s    
step 01280 (42.6%) | loss: 3.077654 | lrm: 1.00 | dt: 104ms | tok/sec: 1,572,747 | mfu: 38.0% | epoch: 1 | remaining: 172s    
step 01281 (42.6%) | loss: 3.080562 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,504 | mfu: 39.5% | epoch: 1 | remaining: 172s    
step 01282 (42.7%) | loss: 3.079922 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,493 | mfu: 39.5% | epoch: 1 | remaining: 172s    
step 01283 (42.7%) | loss: 3.079720 | lrm: 1.00 | dt: 100ms | tok/sec: 1,631,044 | mfu: 39.4% | epoch: 1 | remaining: 172s    
step 01284 (42.7%) | loss: 3.080258 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,597 | mfu: 39.8% | epoch: 1 | remaining: 172s    
step 01285 (42.8%) | loss: 3.077657 | lrm: 1.00 | dt: 98ms | tok/sec: 1,666,023 | mfu: 40.3% | epoch: 1 | remaining: 172s    
step 01286 (42.8%) | loss: 3.072381 | lrm: 1.00 | dt: 98ms | tok/sec: 1,668,807 | mfu: 40.3% | epoch: 1 | remaining: 171s    
step 01287 (42.8%) | loss: 3.074691 | lrm: 1.00 | dt: 98ms | tok/sec: 1,667,677 | mfu: 40.3% | epoch: 1 | remaining: 171s    
step 01288 (42.9%) | loss: 3.077061 | lrm: 1.00 | dt: 102ms | tok/sec: 1,602,723 | mfu: 38.7% | epoch: 1 | remaining: 171s    
step 01289 (42.9%) | loss: 3.080015 | lrm: 1.00 | dt: 100ms | tok/sec: 1,632,062 | mfu: 39.4% | epoch: 1 | remaining: 171s    
step 01290 (42.9%) | loss: 3.076433 | lrm: 1.00 | dt: 102ms | tok/sec: 1,603,946 | mfu: 38.8% | epoch: 1 | remaining: 171s    
step 01291 (43.0%) | loss: 3.071356 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,449 | mfu: 39.5% | epoch: 1 | remaining: 171s    
step 01292 (43.0%) | loss: 3.072284 | lrm: 1.00 | dt: 101ms | tok/sec: 1,629,562 | mfu: 39.4% | epoch: 1 | remaining: 171s    
step 01293 (43.0%) | loss: 3.074112 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,532 | mfu: 39.5% | epoch: 1 | remaining: 171s    
step 01294 (43.1%) | loss: 3.078890 | lrm: 1.00 | dt: 99ms | tok/sec: 1,650,811 | mfu: 39.9% | epoch: 1 | remaining: 171s    
step 01295 (43.1%) | loss: 3.075188 | lrm: 1.00 | dt: 99ms | tok/sec: 1,659,025 | mfu: 40.1% | epoch: 1 | remaining: 171s    
step 01296 (43.1%) | loss: 3.080082 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,755 | mfu: 39.8% | epoch: 1 | remaining: 170s    
step 01297 (43.2%) | loss: 3.081311 | lrm: 1.00 | dt: 99ms | tok/sec: 1,655,204 | mfu: 40.0% | epoch: 1 | remaining: 170s    
step 01298 (43.2%) | loss: 3.082880 | lrm: 1.00 | dt: 102ms | tok/sec: 1,608,123 | mfu: 38.9% | epoch: 1 | remaining: 170s    
step 01299 (43.2%) | loss: 3.076882 | lrm: 1.00 | dt: 101ms | tok/sec: 1,615,518 | mfu: 39.0% | epoch: 1 | remaining: 170s    
step 01300 (43.3%) | loss: 3.075078 | lrm: 1.00 | dt: 101ms | tok/sec: 1,618,276 | mfu: 39.1% | epoch: 1 | remaining: 170s    
step 01301 (43.3%) | loss: 3.079386 | lrm: 1.00 | dt: 100ms | tok/sec: 1,632,086 | mfu: 39.4% | epoch: 1 | remaining: 170s    
step 01302 (43.3%) | loss: 3.082780 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,969 | mfu: 39.6% | epoch: 1 | remaining: 170s    
step 01303 (43.4%) | loss: 3.080927 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,337 | mfu: 39.6% | epoch: 1 | remaining: 170s    
step 01304 (43.4%) | loss: 3.084255 | lrm: 1.00 | dt: 99ms | tok/sec: 1,649,547 | mfu: 39.9% | epoch: 1 | remaining: 170s    
step 01305 (43.4%) | loss: 3.088910 | lrm: 1.00 | dt: 99ms | tok/sec: 1,657,668 | mfu: 40.1% | epoch: 1 | remaining: 170s    
step 01306 (43.5%) | loss: 3.088685 | lrm: 1.00 | dt: 103ms | tok/sec: 1,595,982 | mfu: 38.6% | epoch: 1 | remaining: 169s    
step 01307 (43.5%) | loss: 3.084982 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,909 | mfu: 39.8% | epoch: 1 | remaining: 169s    
step 01308 (43.5%) | loss: 3.078527 | lrm: 1.00 | dt: 99ms | tok/sec: 1,648,103 | mfu: 39.8% | epoch: 1 | remaining: 169s    
step 01309 (43.6%) | loss: 3.077244 | lrm: 1.00 | dt: 100ms | tok/sec: 1,646,428 | mfu: 39.8% | epoch: 1 | remaining: 169s    
step 01310 (43.6%) | loss: 3.075501 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,114 | mfu: 39.3% | epoch: 1 | remaining: 169s    
step 01311 (43.6%) | loss: 3.079875 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,494 | mfu: 39.8% | epoch: 1 | remaining: 169s    
step 01312 (43.7%) | loss: 3.079429 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,701 | mfu: 39.6% | epoch: 1 | remaining: 169s    
step 01313 (43.7%) | loss: 3.089922 | lrm: 1.00 | dt: 100ms | tok/sec: 1,639,844 | mfu: 39.6% | epoch: 1 | remaining: 169s    
step 01314 (43.7%) | loss: 3.089554 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,344 | mfu: 39.8% | epoch: 1 | remaining: 169s    
step 01315 (43.8%) | loss: 3.090647 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,352 | mfu: 39.8% | epoch: 1 | remaining: 169s    
step 01316 (43.8%) | loss: 3.091957 | lrm: 1.00 | dt: 99ms | tok/sec: 1,659,810 | mfu: 40.1% | epoch: 1 | remaining: 168s    
step 01317 (43.8%) | loss: 3.098217 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,601 | mfu: 39.6% | epoch: 1 | remaining: 168s    
step 01318 (43.9%) | loss: 3.103797 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,736 | mfu: 39.6% | epoch: 1 | remaining: 168s    
step 01319 (43.9%) | loss: 3.098457 | lrm: 1.00 | dt: 100ms | tok/sec: 1,635,060 | mfu: 39.5% | epoch: 1 | remaining: 168s    
step 01320 (43.9%) | loss: 3.096319 | lrm: 1.00 | dt: 101ms | tok/sec: 1,616,932 | mfu: 39.1% | epoch: 1 | remaining: 168s    
step 01321 (44.0%) | loss: 3.094356 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,376 | mfu: 39.7% | epoch: 1 | remaining: 168s    
step 01322 (44.0%) | loss: 3.087951 | lrm: 1.00 | dt: 100ms | tok/sec: 1,644,010 | mfu: 39.7% | epoch: 1 | remaining: 168s    
step 01323 (44.0%) | loss: 3.089840 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,897 | mfu: 39.8% | epoch: 1 | remaining: 168s    
step 01324 (44.1%) | loss: 3.092660 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,997 | mfu: 39.9% | epoch: 1 | remaining: 168s    
step 01325 (44.1%) | loss: 3.095792 | lrm: 1.00 | dt: 109ms | tok/sec: 1,498,661 | mfu: 36.2% | epoch: 1 | remaining: 168s    
step 01326 (44.1%) | loss: 3.094175 | lrm: 1.00 | dt: 96ms | tok/sec: 1,711,146 | mfu: 41.3% | epoch: 1 | remaining: 167s    
step 01327 (44.2%) | loss: 3.093115 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,291 | mfu: 39.9% | epoch: 1 | remaining: 167s    
step 01328 (44.2%) | loss: 3.083767 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,454 | mfu: 39.7% | epoch: 1 | remaining: 167s    
step 01329 (44.2%) | loss: 3.079029 | lrm: 1.00 | dt: 99ms | tok/sec: 1,660,648 | mfu: 40.1% | epoch: 1 | remaining: 167s    
step 01330 (44.3%) | loss: 3.076653 | lrm: 1.00 | dt: 99ms | tok/sec: 1,654,551 | mfu: 40.0% | epoch: 1 | remaining: 167s    
step 01331 (44.3%) | loss: 3.082500 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,909 | mfu: 39.7% | epoch: 1 | remaining: 167s    
step 01332 (44.3%) | loss: 3.082751 | lrm: 1.00 | dt: 99ms | tok/sec: 1,656,665 | mfu: 40.0% | epoch: 1 | remaining: 167s    
step 01333 (44.4%) | loss: 3.084205 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,877 | mfu: 39.5% | epoch: 1 | remaining: 167s    
step 01334 (44.4%) | loss: 3.089772 | lrm: 1.00 | dt: 100ms | tok/sec: 1,644,773 | mfu: 39.7% | epoch: 1 | remaining: 167s    
step 01335 (44.4%) | loss: 3.082571 | lrm: 1.00 | dt: 99ms | tok/sec: 1,648,411 | mfu: 39.8% | epoch: 1 | remaining: 167s    
step 01336 (44.5%) | loss: 3.087363 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,890 | mfu: 39.7% | epoch: 1 | remaining: 166s    
step 01337 (44.5%) | loss: 3.088127 | lrm: 1.00 | dt: 99ms | tok/sec: 1,656,377 | mfu: 40.0% | epoch: 1 | remaining: 166s    
step 01338 (44.5%) | loss: 3.092447 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,905 | mfu: 39.5% | epoch: 1 | remaining: 166s    
step 01339 (44.6%) | loss: 3.092894 | lrm: 1.00 | dt: 99ms | tok/sec: 1,650,034 | mfu: 39.9% | epoch: 1 | remaining: 166s    
step 01340 (44.6%) | loss: 3.088515 | lrm: 1.00 | dt: 110ms | tok/sec: 1,485,071 | mfu: 35.9% | epoch: 1 | remaining: 166s    
step 01341 (44.6%) | loss: 3.092668 | lrm: 1.00 | dt: 97ms | tok/sec: 1,680,667 | mfu: 40.6% | epoch: 1 | remaining: 166s    
step 01342 (44.7%) | loss: 3.089554 | lrm: 1.00 | dt: 99ms | tok/sec: 1,655,579 | mfu: 40.0% | epoch: 1 | remaining: 166s    
step 01343 (44.7%) | loss: 3.083304 | lrm: 1.00 | dt: 99ms | tok/sec: 1,648,320 | mfu: 39.8% | epoch: 1 | remaining: 166s    
step 01344 (44.7%) | loss: 3.078445 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,839 | mfu: 39.7% | epoch: 1 | remaining: 166s    
step 01345 (44.8%) | loss: 3.080434 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,712 | mfu: 39.8% | epoch: 1 | remaining: 166s    
step 01346 (44.8%) | loss: 3.082821 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,561 | mfu: 39.8% | epoch: 1 | remaining: 165s    
step 01347 (44.8%) | loss: 3.074277 | lrm: 1.00 | dt: 100ms | tok/sec: 1,639,855 | mfu: 39.6% | epoch: 1 | remaining: 165s    
step 01348 (44.9%) | loss: 3.074214 | lrm: 1.00 | dt: 100ms | tok/sec: 1,640,145 | mfu: 39.6% | epoch: 1 | remaining: 165s    
step 01349 (44.9%) | loss: 3.076025 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,659 | mfu: 39.6% | epoch: 1 | remaining: 165s    
step 01350 (44.9%) | loss: 3.074087 | lrm: 1.00 | dt: 107ms | tok/sec: 1,533,287 | mfu: 37.0% | epoch: 1 | remaining: 165s    
step 01351 (45.0%) | loss: 3.076034 | lrm: 1.00 | dt: 98ms | tok/sec: 1,670,762 | mfu: 40.4% | epoch: 1 | remaining: 165s    
step 01352 (45.0%) | loss: 3.077494 | lrm: 1.00 | dt: 117ms | tok/sec: 1,399,715 | mfu: 33.8% | epoch: 1 | remaining: 165s    
step 01353 (45.1%) | loss: 3.072946 | lrm: 1.00 | dt: 96ms | tok/sec: 1,705,921 | mfu: 41.2% | epoch: 1 | remaining: 165s    
step 01354 (45.1%) | loss: 3.068705 | lrm: 1.00 | dt: 98ms | tok/sec: 1,665,664 | mfu: 40.2% | epoch: 1 | remaining: 165s    
step 01355 (45.1%) | loss: 3.075228 | lrm: 1.00 | dt: 98ms | tok/sec: 1,663,503 | mfu: 40.2% | epoch: 1 | remaining: 165s    
step 01356 (45.2%) | loss: 3.078820 | lrm: 1.00 | dt: 99ms | tok/sec: 1,656,330 | mfu: 40.0% | epoch: 1 | remaining: 164s    
step 01357 (45.2%) | loss: 3.076236 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,727 | mfu: 39.8% | epoch: 1 | remaining: 164s    
step 01358 (45.2%) | loss: 3.074178 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,568 | mfu: 39.7% | epoch: 1 | remaining: 164s    
step 01359 (45.3%) | loss: 3.080909 | lrm: 1.00 | dt: 99ms | tok/sec: 1,648,300 | mfu: 39.8% | epoch: 1 | remaining: 164s    
step 01360 (45.3%) | loss: 3.080816 | lrm: 1.00 | dt: 100ms | tok/sec: 1,641,505 | mfu: 39.7% | epoch: 1 | remaining: 164s    
step 01361 (45.3%) | loss: 3.081220 | lrm: 1.00 | dt: 100ms | tok/sec: 1,646,145 | mfu: 39.8% | epoch: 1 | remaining: 164s    
step 01362 (45.4%) | loss: 3.081440 | lrm: 1.00 | dt: 102ms | tok/sec: 1,613,701 | mfu: 39.0% | epoch: 1 | remaining: 164s    
step 01363 (45.4%) | loss: 3.082399 | lrm: 1.00 | dt: 100ms | tok/sec: 1,646,208 | mfu: 39.8% | epoch: 1 | remaining: 164s    
step 01364 (45.4%) | loss: 3.078630 | lrm: 1.00 | dt: 110ms | tok/sec: 1,482,755 | mfu: 35.8% | epoch: 1 | remaining: 164s    
step 01365 (45.5%) | loss: 3.073788 | lrm: 1.00 | dt: 98ms | tok/sec: 1,675,545 | mfu: 40.5% | epoch: 1 | remaining: 164s    
step 01366 (45.5%) | loss: 3.073535 | lrm: 1.00 | dt: 99ms | tok/sec: 1,660,969 | mfu: 40.1% | epoch: 1 | remaining: 163s    
step 01367 (45.5%) | loss: 3.075927 | lrm: 1.00 | dt: 100ms | tok/sec: 1,643,955 | mfu: 39.7% | epoch: 1 | remaining: 163s    
step 01368 (45.6%) | loss: 3.076411 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,616 | mfu: 39.6% | epoch: 1 | remaining: 163s    
step 01369 (45.6%) | loss: 3.076089 | lrm: 1.00 | dt: 100ms | tok/sec: 1,631,497 | mfu: 39.4% | epoch: 1 | remaining: 163s    
step 01370 (45.6%) | loss: 3.075779 | lrm: 1.00 | dt: 99ms | tok/sec: 1,653,050 | mfu: 39.9% | epoch: 1 | remaining: 163s    
step 01371 (45.7%) | loss: 3.079108 | lrm: 1.00 | dt: 101ms | tok/sec: 1,618,288 | mfu: 39.1% | epoch: 1 | remaining: 163s    
step 01372 (45.7%) | loss: 3.074659 | lrm: 1.00 | dt: 100ms | tok/sec: 1,643,291 | mfu: 39.7% | epoch: 1 | remaining: 163s    
step 01373 (45.7%) | loss: 3.074398 | lrm: 1.00 | dt: 101ms | tok/sec: 1,617,370 | mfu: 39.1% | epoch: 1 | remaining: 163s    
step 01374 (45.8%) | loss: 3.074704 | lrm: 1.00 | dt: 101ms | tok/sec: 1,627,644 | mfu: 39.3% | epoch: 1 | remaining: 163s    
step 01375 (45.8%) | loss: 3.069185 | lrm: 1.00 | dt: 99ms | tok/sec: 1,656,421 | mfu: 40.0% | epoch: 1 | remaining: 163s    
step 01376 (45.8%) | loss: 3.067200 | lrm: 1.00 | dt: 99ms | tok/sec: 1,647,534 | mfu: 39.8% | epoch: 1 | remaining: 162s    
step 01377 (45.9%) | loss: 3.064172 | lrm: 1.00 | dt: 99ms | tok/sec: 1,653,520 | mfu: 40.0% | epoch: 1 | remaining: 162s    
step 01378 (45.9%) | loss: 3.071080 | lrm: 1.00 | dt: 100ms | tok/sec: 1,637,351 | mfu: 39.6% | epoch: 1 | remaining: 162s    
step 01379 (45.9%) | loss: 3.074068 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,084 | mfu: 39.9% | epoch: 1 | remaining: 162s    
step 01380 (46.0%) | loss: 3.077505 | lrm: 1.00 | dt: 106ms | tok/sec: 1,539,721 | mfu: 37.2% | epoch: 1 | remaining: 162s    
step 01381 (46.0%) | loss: 3.076164 | lrm: 1.00 | dt: 99ms | tok/sec: 1,661,130 | mfu: 40.1% | epoch: 1 | remaining: 162s    
step 01382 (46.0%) | loss: 3.076836 | lrm: 1.00 | dt: 99ms | tok/sec: 1,652,196 | mfu: 39.9% | epoch: 1 | remaining: 162s    
step 01383 (46.1%) | loss: 3.078386 | lrm: 1.00 | dt: 99ms | tok/sec: 1,646,997 | mfu: 39.8% | epoch: 1 | remaining: 162s    
step 01384 (46.1%) | loss: 3.078353 | lrm: 1.00 | dt: 100ms | tok/sec: 1,639,683 | mfu: 39.6% | epoch: 1 | remaining: 162s    
step 01385 (46.1%) | loss: 3.077098 | lrm: 1.00 | dt: 100ms | tok/sec: 1,644,628 | mfu: 39.7% | epoch: 1 | remaining: 162s    
step 01386 (46.2%) | loss: 3.078819 | lrm: 1.00 | dt: 99ms | tok/sec: 1,653,166 | mfu: 39.9% | epoch: 1 | remaining: 161s    
step 01387 (46.2%) | loss: 3.082150 | lrm: 1.00 | dt: 99ms | tok/sec: 1,649,111 | mfu: 39.8% | epoch: 1 | remaining: 161s    
step 01388 (46.2%) | loss: 3.081242 | lrm: 1.00 | dt: 99ms | tok/sec: 1,654,511 | mfu: 40.0% | epoch: 1 | remaining: 161s    
step 01389 (46.3%) | loss: 3.080240 | lrm: 1.00 | dt: 101ms | tok/sec: 1,625,280 | mfu: 39.3% | epoch: 1 | remaining: 161s    
step 01390 (46.3%) | loss: 3.081944 | lrm: 1.00 | dt: 101ms | tok/sec: 1,629,385 | mfu: 39.4% | epoch: 1 | remaining: 161s    
step 01391 (46.3%) | loss: 3.084381 | lrm: 1.00 | dt: 100ms | tok/sec: 1,634,213 | mfu: 39.5% | epoch: 1 | remaining: 161s    
step 01392 (46.4%) | loss: 3.084991 | lrm: 1.00 | dt: 100ms | tok/sec: 1,645,746 | mfu: 39.8% | epoch: 1 | remaining: 161s    
step 01393 (46.4%) | loss: 3.082813 | lrm: 1.00 | dt: 112ms | tok/sec: 1,464,484 | mfu: 35.4% | epoch: 1 | remaining: 161s    
step 01394 (46.4%) | loss: 3.078680 | lrm: 1.00 | dt: 97ms | tok/sec: 1,695,266 | mfu: 41.0% | epoch: 1 | remaining: 161s    
step 01395 (46.5%) | loss: 3.080984 | lrm: 1.00 | dt: 120ms | tok/sec: 1,367,100 | mfu: 33.0% | epoch: 1 | remaining: 161s    
step 01396 (46.5%) | loss: 3.077741 | lrm: 1.00 | dt: 97ms | tok/sec: 1,693,065 | mfu: 40.9% | epoch: 1 | remaining: 160s    
step 01397 (46.5%) | loss: 3.085158 | lrm: 1.00 | dt: 99ms | tok/sec: 1,651,124 | mfu: 39.9% | epoch: 1 | remaining: 160s    
step 01398 (46.6%) | loss: 3.082226 | lrm: 1.00 | dt: 98ms | tok/sec: 1,663,780 | mfu: 40.2% | epoch: 1 | remaining: 160s    
step 01399 (46.6%) | loss: 3.081684 | lrm: 1.00 | dt: 100ms | tok/sec: 1,633,875 | mfu: 39.5% | epoch: 1 | remaining: 160s    
step 01400 (46.6%) | loss: 3.085220 | lrm: 1.00 | dt: 99ms | tok/sec: 1,660,311 | mfu: 40.1% | epoch: 1 | remaining: 160s    
step 01401 (46.7%) | loss: 3.085351 | lrm: 1.00 | dt: 99ms | tok/sec: 1,648,906 | mfu: 39.8% | epoch: 1 | remaining: 160s    
step 01402 (46.7%) | loss: 3.080513 | lrm: 1.00 | dt: 100ms | tok/sec: 1,639,895 | mfu: 39.6% | epoch: 1 | remaining: 160s    
step 01403 (46.7%) | loss: 3.076173 | lrm: 1.00 | dt: 100ms | tok/sec: 1,636,676 | mfu: 39.5% | epoch: 1 | remaining: 160s    
step 01404 (46.8%) | loss: 3.081425 | lrm: 1.00 | dt: 100ms | tok/sec: 1,638,639 | mfu: 39.6% | epoch: 1 | remaining: 160s    
step 01405 (46.8%) | loss: 3.083973 | lrm: 1.00 | dt: 102ms | tok/sec: 1,609,076 | mfu: 38.9% | epoch: 1 | remaining: 160s    
step 01406 (46.8%) | loss: 3.083022 | lrm: 1.00 | dt: 99ms | tok/sec: 1,662,030 | mfu: 40.2% | epoch: 1 | remaining: 159s    
step 01407 (46.9%) | loss: 3.083498 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,045 | mfu: 39.3% | epoch: 1 | remaining: 159s    
step 01408 (46.9%) | loss: 3.083790 | lrm: 1.00 | dt: 103ms | tok/sec: 1,594,663 | mfu: 38.5% | epoch: 1 | remaining: 159s    
step 01409 (46.9%) | loss: 3.080986 | lrm: 1.00 | dt: 128ms | tok/sec: 1,276,888 | mfu: 30.9% | epoch: 1 | remaining: 159s    
step 01410 (47.0%) | loss: 3.078849 | lrm: 1.00 | dt: 100ms | tok/sec: 1,642,277 | mfu: 39.7% | epoch: 1 | remaining: 159s    
step 01411 (47.0%) | loss: 3.078697 | lrm: 1.00 | dt: 97ms | tok/sec: 1,681,642 | mfu: 40.6% | epoch: 1 | remaining: 159s    
step 01412 (47.0%) | loss: 3.076260 | lrm: 1.00 | dt: 98ms | tok/sec: 1,665,192 | mfu: 40.2% | epoch: 1 | remaining: 159s    
step 01413 (47.1%) | loss: 3.087431 | lrm: 1.00 | dt: 101ms | tok/sec: 1,628,118 | mfu: 39.3% | epoch: 1 | remaining: 159s    
